Geography,Year,Immunization Type,Birth Cohort,Immunization Percent,Standard Error,Standard Score,Alberta Percent
Z4,2022,MMR Dose 2 by Age 13,2009,90.60000000000001,0.21000000000000002,3.7,89.83000000000001
Z4,2023,MMR Dose 2 by Age 13,2010,89.9,0.21000000000000002,1.3800000000000001,89.61000000000001
Z4,2014,MMR Dose 2 by Age 17,1997,89.10000000000001,0.27,-12.02,92.41000000000001
Z4,2015,MMR Dose 2 by Age 17,1998,89.17,0.27,-13.31,92.75
Z4,2016,MMR Dose 2 by Age 17,1999,90.24000000000001,0.25,-11.780000000000001,93.22
Z4,2017,MMR Dose 2 by Age 17,2000,90.68,0.25,-11.360000000000001,93.49000000000001
Z4,2018,MMR Dose 2 by Age 17,2001,90.57,0.24000000000000002,-11.49,93.37
Z4,2019,MMR Dose 2 by Age 17,2002,90.53,0.24000000000000002,-12.770000000000001,93.56
Z4,2020,MMR Dose 2 by Age 17,2003,93.93,0.17,-2.24,94.32000000000001
Z4,2021,MMR Dose 2 by Age 17,2004,93.95,0.17,-2.2800000000000002,94.35000000000001
Z4,2022,MMR Dose 2 by Age 17,2005,94.26,0.17,3.95,93.60000000000001
Z4,2023,MMR Dose 2 by Age 17,2006,93.74000000000001,0.17,6.42,92.62
Z4,2023,MMR Dose 2 by Age 2,2021,72.13000000000001,0.33000000000000007,8.41,69.32
Z4,2014,MMR Dose 2 by Age 7,2007,80.66000000000001,0.31000000000000005,0.30000000000000004,80.57
Z4,2015,MMR Dose 2 by Age 7,2008,82.03,0.29000000000000004,2.4600000000000004,81.30000000000001
Z4,2016,MMR Dose 2 by Age 7,2009,82.79,0.29000000000000004,2.4200000000000004,82.10000000000001
Z4,2017,MMR Dose 2 by Age 7,2010,81.80000000000001,0.29000000000000004,0.59,81.63000000000001
Z4,2018,MMR Dose 2 by Age 7,2011,80.95,0.29000000000000004,-0.43000000000000005,81.08
Z4,2019,MMR Dose 2 by Age 7,2012,81.66000000000001,0.28,-0.22,81.72
Z4,2020,MMR Dose 2 by Age 7,2013,75.53,0.31000000000000005,-6.6000000000000005,77.60000000000001
Z4,2021,MMR Dose 2 by Age 7,2014,74.65,0.31000000000000005,-0.27,74.73
Z4,2022,MMR Dose 2 by Age 7,2015,72.74000000000001,0.32000000000000006,-4.21,74.08
Z4,2023,MMR Dose 2 by Age 7,2016,70.66000000000001,0.32000000000000006,-6.12,72.63000000000001
Z5,2014,MMR Dose 1 by Age 13,2001,93.79,0.31000000000000005,-8.32,96.38000000000001
Z5,2015,MMR Dose 1 by Age 13,2002,94.29,0.29000000000000004,-7.56,96.51
Z5,2016,MMR Dose 1 by Age 13,2003,94.27,0.29000000000000004,-8.33,96.66000000000001
Z5,2017,MMR Dose 1 by Age 13,2004,94.38000000000001,0.28,-9.03,96.92
Z5,2018,MMR Dose 1 by Age 13,2005,94.62,0.27,-9.18,97.09
Z5,2019,MMR Dose 1 by Age 13,2006,93.79,0.28,-10.71,96.81000000000002
Z5,2020,MMR Dose 1 by Age 13,2007,93.13000000000001,0.29000000000000004,-10.93,96.30000000000001
Z5,2021,MMR Dose 1 by Age 13,2008,92.03,0.31000000000000005,-11.690000000000001,95.64000000000001
Z5,2022,MMR Dose 1 by Age 13,2009,92.05,0.30000000000000004,-10.53,95.25
Z5,2023,MMR Dose 1 by Age 13,2010,91.35000000000001,0.32000000000000006,-11.23,94.95
Z5,2014,MMR Dose 1 by Age 17,1997,93.09,0.33000000000000007,-9.4,96.23
Z5,2015,MMR Dose 1 by Age 17,1998,93.21000000000001,0.33000000000000007,-10.100000000000001,96.51
Z5,2016,MMR Dose 1 by Age 17,1999,93.59,0.31000000000000005,-9.91,96.71000000000001
Z5,2017,MMR Dose 1 by Age 17,2000,94.39000000000001,0.30000000000000004,-8.639999999999999,96.94000000000001
Z5,2018,MMR Dose 1 by Age 17,2001,94.78,0.28,-8.1,97.03
Z5,2019,MMR Dose 1 by Age 17,2002,95.28,0.26,-7.53,97.22
Z5,2020,MMR Dose 1 by Age 17,2003,95.27,0.25,-9.860000000000001,97.75
Z5,2021,MMR Dose 1 by Age 17,2004,95.33000000000001,0.25,-10.13,97.84000000000002
Z5,2022,MMR Dose 1 by Age 17,2005,95.47,0.24000000000000002,-9.83,97.83000000000001
Z5,2023,MMR Dose 1 by Age 17,2006,94.29,0.27,-11.150000000000002,97.27
Z5,2014,MMR Dose 1 by Age 2,2012,82.87,0.43000000000000005,-11.950000000000001,88.05
Z5,2015,MMR Dose 1 by Age 2,2013,81.17,0.45,-13.290000000000001,87.11000000000001
Z5,2016,MMR Dose 1 by Age 2,2014,79.77,0.46,-16.36,87.29
Z5,2017,MMR Dose 1 by Age 2,2015,80.03,0.46,-15.370000000000001,87.05
Z5,2018,MMR Dose 1 by Age 2,2016,79.14000000000001,0.48000000000000004,-15.96,86.73
Z5,2019,MMR Dose 1 by Age 2,2017,79.68,0.48000000000000004,-15.190000000000001,86.96000000000001
Z5,2020,MMR Dose 1 by Age 2,2018,78.4,0.5,-16.55,86.65
Z5,2021,MMR Dose 1 by Age 2,2019,73.64000000000001,0.54,-17.69,83.2
Z5,2022,MMR Dose 1 by Age 2,2020,70.49000000000001,0.58,-19.92,82.07
Z5,2023,MMR Dose 1 by Age 2,2021,71.34,0.58,-17.74,81.67
Z5,2014,MMR Dose 2 by Age 13,2001,88.16000000000001,0.42000000000000004,-8.57,91.76
Z5,2015,MMR Dose 2 by Age 13,2002,88.75,0.4,-7.300000000000001,91.68
Z5,2016,MMR Dose 2 by Age 13,2003,88.05,0.41000000000000003,-7.7,91.18
Z5,2017,MMR Dose 2 by Age 13,2004,87.42,0.41000000000000003,-9.73,91.45
Z5,2018,MMR Dose 2 by Age 13,2005,86.82000000000001,0.41000000000000003,-10.93,91.34000000000002
Z5,2019,MMR Dose 2 by Age 13,2006,86.26,0.41000000000000003,-12.650000000000002,91.46000000000001
Z5,2020,MMR Dose 2 by Age 13,2007,85.89000000000001,0.4,-12.64,91.01
Z5,2021,MMR Dose 2 by Age 13,2008,84.44000000000001,0.42000000000000004,-12.850000000000001,89.81000000000002
Z5,2022,MMR Dose 2 by Age 13,2009,84.46000000000001,0.41000000000000003,-13.02,89.83000000000001
Z5,2023,MMR Dose 2 by Age 13,2010,83.60000000000001,0.43000000000000005,-14.110000000000001,89.61000000000001
Z5,2014,MMR Dose 2 by Age 17,1997,90.63000000000001,0.37000000000000005,-4.79,92.41000000000001
Z5,2015,MMR Dose 2 by Age 17,1998,90.17,0.38000000000000006,-6.82,92.75
Z5,2016,MMR Dose 2 by Age 17,1999,90.41000000000001,0.37000000000000005,-7.56,93.22
Z5,2017,MMR Dose 2 by Age 17,2000,90.86000000000001,0.36000000000000004,-7.2700000000000005,93.49000000000001
Z5,2018,MMR Dose 2 by Age 17,2001,90.53,0.37000000000000005,-7.71,93.37
Z5,2019,MMR Dose 2 by Age 17,2002,91.13000000000001,0.35000000000000003,-6.98,93.56
Z5,2020,MMR Dose 2 by Age 17,2003,90.82000000000001,0.35000000000000003,-10.08,94.32000000000001
Z5,2021,MMR Dose 2 by Age 17,2004,90.42,0.35000000000000003,-11.06,94.35000000000001
Z5,2022,MMR Dose 2 by Age 17,2005,89.19000000000001,0.37000000000000005,-11.850000000000001,93.60000000000001
Z5,2023,MMR Dose 2 by Age 17,2006,87.47,0.39,-13.150000000000002,92.62
Z5,2023,MMR Dose 2 by Age 2,2021,57.51,0.6300000000000001,-18.71,69.32
Z5,2014,MMR Dose 2 by Age 7,2007,72.15,0.53,-15.780000000000001,80.57
Z5,2015,MMR Dose 2 by Age 7,2008,74.11000000000001,0.51,-14.07,81.30000000000001
Z5,2016,MMR Dose 2 by Age 7,2009,75.3,0.5,-13.690000000000001,82.10000000000001
Z5,2017,MMR Dose 2 by Age 7,2010,74.35,0.51,-14.350000000000001,81.63000000000001
Z5,2018,MMR Dose 2 by Age 7,2011,73.23,0.51,-15.51,81.08
Z5,2019,MMR Dose 2 by Age 7,2012,75.78,0.49,-12.190000000000001,81.72
Z5,2020,MMR Dose 2 by Age 7,2013,73.34,0.51,-8.44,77.60000000000001
Z5,2021,MMR Dose 2 by Age 7,2014,70.32,0.52,-8.42,74.73
Z5,2022,MMR Dose 2 by Age 7,2015,66.92,0.53,-13.41,74.08
Z5,2023,MMR Dose 2 by Age 7,2016,63.45,0.56,-16.38,72.63000000000001
Z1.1,2014,MMR Dose 1 by Age 13,2001,91.79,1.2200000000000002,-3.7600000000000002,96.38000000000001
Z1.1,2015,MMR Dose 1 by Age 13,2002,93.22,1.1400000000000001,-2.89,96.51
Z1.1,2016,MMR Dose 1 by Age 13,2003,92.48,1.1400000000000001,-3.65,96.66000000000001
Z1.1,2017,MMR Dose 1 by Age 13,2004,95.67,0.8700000000000001,-1.4300000000000002,96.92
Z1.1,2018,MMR Dose 1 by Age 13,2005,93.09,1.11,-3.6,97.09
Z1.1,2019,MMR Dose 1 by Age 13,2006,93.03,1.04,-3.62,96.81000000000002
Z1.1,2020,MMR Dose 1 by Age 13,2007,91.81000000000002,1.12,-4.02,96.30000000000001
Z1.1,2021,MMR Dose 1 by Age 13,2008,91.64000000000001,1.1400000000000001,-3.5,95.64000000000001
Z1.1,2022,MMR Dose 1 by Age 13,2009,91.49000000000001,1.1300000000000001,-3.31,95.25
Z1.1,2023,MMR Dose 1 by Age 13,2010,90.9,1.1900000000000002,-3.4200000000000004,94.95
Z1.1,2014,MMR Dose 1 by Age 17,1997,94.13000000000001,0.97,-2.17,96.23
Z1.1,2015,MMR Dose 1 by Age 17,1998,93.57,1.03,-2.87,96.51
Z1.1,2016,MMR Dose 1 by Age 17,1999,95.24000000000001,0.89,-1.6600000000000001,96.71000000000001
Z1.1,2017,MMR Dose 1 by Age 17,2000,92.27,1.2000000000000002,-3.9000000000000004,96.94000000000001
Z1.1,2018,MMR Dose 1 by Age 17,2001,92.67,1.1400000000000001,-3.81,97.03
Z1.1,2019,MMR Dose 1 by Age 17,2002,93.76,1.08,-3.2,97.22
Z1.1,2020,MMR Dose 1 by Age 17,2003,93.08,1.09,-4.28,97.75
Z1.1,2021,MMR Dose 1 by Age 17,2004,96.04,0.8200000000000001,-2.19,97.84000000000002
Z1.1,2022,MMR Dose 1 by Age 17,2005,93.22,1.1,-4.180000000000001,97.83000000000001
Z1.1,2023,MMR Dose 1 by Age 17,2006,93.42,1.01,-3.81,97.27
Z1.1,2014,MMR Dose 1 by Age 2,2012,82.18,1.6300000000000001,-3.59,88.05
Z1.1,2015,MMR Dose 1 by Age 2,2013,81.05,1.6900000000000002,-3.59,87.11000000000001
Z1.1,2016,MMR Dose 1 by Age 2,2014,80.44000000000001,1.7000000000000002,-4.03,87.29
Z1.1,2017,MMR Dose 1 by Age 2,2015,80.94000000000001,1.7500000000000002,-3.4800000000000004,87.05
Z1.1,2018,MMR Dose 1 by Age 2,2016,85.03,1.51,-1.1300000000000001,86.73
Z1.1,2019,MMR Dose 1 by Age 2,2017,81.03,1.7800000000000002,-3.3200000000000003,86.96000000000001
Z1.1,2020,MMR Dose 1 by Age 2,2018,83.74000000000001,1.6400000000000001,-1.7800000000000002,86.65
Z1.1,2021,MMR Dose 1 by Age 2,2019,72.09,2.12,-5.24,83.2
Z1.1,2022,MMR Dose 1 by Age 2,2020,67.67,2.2,-6.56,82.07
Z1.1,2023,MMR Dose 1 by Age 2,2021,70.17,2.08,-5.52,81.67
Z1.1,2014,MMR Dose 2 by Age 13,2001,90.10000000000001,1.2800000000000002,-1.3,91.76
Z1.1,2015,MMR Dose 2 by Age 13,2002,89.69000000000001,1.35,-1.4700000000000002,91.68
Z1.1,2016,MMR Dose 2 by Age 13,2003,90.11000000000001,1.2800000000000002,-0.8400000000000001,91.18
Z1.1,2017,MMR Dose 2 by Age 13,2004,89.78,1.32,-1.2700000000000002,91.45
Z1.1,2018,MMR Dose 2 by Age 13,2005,89.08,1.32,-1.7100000000000002,91.34000000000002
Z1.1,2019,MMR Dose 2 by Age 13,2006,87.21000000000001,1.3900000000000001,-3.04,91.46000000000001
Z1.1,2020,MMR Dose 2 by Age 13,2007,88.39000000000001,1.31,-1.9900000000000002,91.01
Z1.1,2021,MMR Dose 2 by Age 13,2008,83.95,1.51,-3.87,89.81000000000002
Z1.1,2022,MMR Dose 2 by Age 13,2009,84.47,1.4900000000000002,-3.6,89.83000000000001
Z1.1,2023,MMR Dose 2 by Age 13,2010,85.5,1.4300000000000002,-2.8800000000000003,89.61000000000001
Z1.1,2014,MMR Dose 2 by Age 17,1997,90.24000000000001,1.2400000000000002,-1.7500000000000002,92.41000000000001
Z1.1,2015,MMR Dose 2 by Age 17,1998,92.06,1.1400000000000001,-0.6100000000000001,92.75
Z1.1,2016,MMR Dose 2 by Age 17,1999,93.36000000000001,0.99,0.14,93.22
Z1.1,2017,MMR Dose 2 by Age 17,2000,91.03,1.2500000000000002,-1.9600000000000002,93.49000000000001
Z1.1,2018,MMR Dose 2 by Age 17,2001,91.26,1.1900000000000002,-1.7700000000000002,93.37
Z1.1,2019,MMR Dose 2 by Age 17,2002,91.25,1.2300000000000002,-1.87,93.56
Z1.1,2020,MMR Dose 2 by Age 17,2003,90.71000000000001,1.2300000000000002,-2.93,94.32000000000001
Z1.1,2021,MMR Dose 2 by Age 17,2004,91.56,1.1900000000000002,-2.3400000000000003,94.35000000000001
Z1.1,2022,MMR Dose 2 by Age 17,2005,89.52,1.2900000000000003,-3.15,93.60000000000001
Z1.1,2023,MMR Dose 2 by Age 17,2006,87.98,1.35,-3.4400000000000004,92.62
Z1.1,2023,MMR Dose 2 by Age 2,2021,56.02,2.24,-5.94,69.32
Z1.1,2014,MMR Dose 2 by Age 7,2007,77.43,1.7400000000000002,-1.8,80.57
Z1.1,2015,MMR Dose 2 by Age 7,2008,78.32000000000001,1.7000000000000002,-1.7600000000000002,81.30000000000001
Z1.1,2016,MMR Dose 2 by Age 7,2009,79.17,1.6800000000000002,-1.7500000000000002,82.10000000000001
Z1.1,2017,MMR Dose 2 by Age 7,2010,79.95,1.6300000000000001,-1.03,81.63000000000001
Z1.1,2018,MMR Dose 2 by Age 7,2011,79.02,1.7300000000000002,-1.1900000000000002,81.08
Z1.1,2019,MMR Dose 2 by Age 7,2012,79.89000000000001,1.6500000000000001,-1.11,81.72
Z1.1,2020,MMR Dose 2 by Age 7,2013,79.02,1.7200000000000002,0.8200000000000001,77.60000000000001
Z1.1,2021,MMR Dose 2 by Age 7,2014,75.15,1.7700000000000002,0.24000000000000002,74.73
Z1.1,2022,MMR Dose 2 by Age 7,2015,69.61000000000001,2.04,-2.19,74.08
Z1.1,2023,MMR Dose 2 by Age 7,2016,71.44000000000001,1.9000000000000001,-0.6300000000000001,72.63000000000001
Z1.2,2014,MMR Dose 1 by Age 13,2001,90.35000000000001,0.99,-6.09,96.38000000000001
Z1.2,2015,MMR Dose 1 by Age 13,2002,90.43,0.98,-6.21,96.51
Z1.2,2016,MMR Dose 1 by Age 13,2003,90.5,0.96,-6.42,96.66000000000001
Z1.2,2017,MMR Dose 1 by Age 13,2004,90.2,0.99,-6.7700000000000005,96.92
Z1.2,2018,MMR Dose 1 by Age 13,2005,91.07,0.91,-6.630000000000001,97.09
Z1.2,2019,MMR Dose 1 by Age 13,2006,88.30000000000001,1.03,-8.250000000000002,96.81000000000002
Z1.2,2020,MMR Dose 1 by Age 13,2007,87.81000000000002,1.0,-8.49,96.30000000000001
Z1.2,2021,MMR Dose 1 by Age 13,2008,87.22,0.99,-8.47,95.64000000000001
Z1.2,2022,MMR Dose 1 by Age 13,2009,85.65,1.06,-9.06,95.25
Z1.2,2023,MMR Dose 1 by Age 13,2010,83.08,1.1300000000000001,-10.49,94.95
Z1.2,2014,MMR Dose 1 by Age 17,1997,91.60000000000001,0.89,-5.180000000000001,96.23
Z1.2,2015,MMR Dose 1 by Age 17,1998,92.22,0.89,-4.8500000000000005,96.51
Z1.2,2016,MMR Dose 1 by Age 17,1999,92.02,0.89,-5.25,96.71000000000001
Z1.2,2017,MMR Dose 1 by Age 17,2000,91.45,0.9400000000000001,-5.8100000000000005,96.94000000000001
Z1.2,2018,MMR Dose 1 by Age 17,2001,90.65,0.97,-6.57,97.03
Z1.2,2019,MMR Dose 1 by Age 17,2002,91.11000000000001,0.93,-6.56,97.22
Z1.2,2020,MMR Dose 1 by Age 17,2003,91.17,0.91,-7.21,97.75
Z1.2,2021,MMR Dose 1 by Age 17,2004,90.47,0.98,-7.56,97.84000000000002
Z1.2,2022,MMR Dose 1 by Age 17,2005,91.32000000000001,0.89,-7.300000000000001,97.83000000000001
Z1.2,2023,MMR Dose 1 by Age 17,2006,88.58,1.02,-8.55,97.27
Z1.2,2014,MMR Dose 1 by Age 2,2012,74.11000000000001,1.34,-10.44,88.05
Z1.2,2015,MMR Dose 1 by Age 2,2013,71.05,1.3900000000000001,-11.53,87.11000000000001
Z1.2,2016,MMR Dose 1 by Age 2,2014,69.64000000000001,1.4000000000000001,-12.600000000000001,87.29
Z1.2,2017,MMR Dose 1 by Age 2,2015,68.41000000000001,1.4100000000000001,-13.23,87.05
Z1.2,2018,MMR Dose 1 by Age 2,2016,66.57,1.4400000000000002,-13.99,86.73
Z1.2,2019,MMR Dose 1 by Age 2,2017,61.56,1.4800000000000002,-17.110000000000003,86.96000000000001
Z1.2,2020,MMR Dose 1 by Age 2,2018,60.58,1.51,-17.29,86.65
Z1.2,2021,MMR Dose 1 by Age 2,2019,53.14,1.55,-19.42,83.2
Z1.2,2022,MMR Dose 1 by Age 2,2020,45.65,1.53,-23.770000000000003,82.07
Z1.2,2023,MMR Dose 1 by Age 2,2021,45.900000000000006,1.57,-22.8,81.67
Z1.2,2014,MMR Dose 2 by Age 13,2001,85.15,1.1500000000000001,-5.73,91.76
Z1.2,2015,MMR Dose 2 by Age 13,2002,85.31000000000002,1.1500000000000001,-5.54,91.68
Z1.2,2016,MMR Dose 2 by Age 13,2003,84.51,1.1400000000000001,-5.830000000000001,91.18
Z1.2,2017,MMR Dose 2 by Age 13,2004,85.60000000000001,1.1,-5.32,91.45
Z1.2,2018,MMR Dose 2 by Age 13,2005,84.95,1.1,-5.79,91.34000000000002
Z1.2,2019,MMR Dose 2 by Age 13,2006,81.34000000000002,1.2000000000000002,-8.41,91.46000000000001
Z1.2,2020,MMR Dose 2 by Age 13,2007,81.16000000000001,1.1500000000000001,-8.59,91.01
Z1.2,2021,MMR Dose 2 by Age 13,2008,80.66000000000001,1.1700000000000002,-7.82,89.81000000000002
Z1.2,2022,MMR Dose 2 by Age 13,2009,80.35000000000001,1.1700000000000002,-8.129999999999999,89.83000000000001
Z1.2,2023,MMR Dose 2 by Age 13,2010,75.25,1.2800000000000002,-11.23,89.61000000000001
Z1.2,2014,MMR Dose 2 by Age 17,1997,87.61000000000001,1.06,-4.54,92.41000000000001
Z1.2,2015,MMR Dose 2 by Age 17,1998,88.97,1.0,-3.79,92.75
Z1.2,2016,MMR Dose 2 by Age 17,1999,87.61000000000001,1.07,-5.22,93.22
Z1.2,2017,MMR Dose 2 by Age 17,2000,87.4,1.09,-5.61,93.49000000000001
Z1.2,2018,MMR Dose 2 by Age 17,2001,86.74000000000001,1.09,-6.1000000000000005,93.37
Z1.2,2019,MMR Dose 2 by Age 17,2002,86.77,1.08,-6.28,93.56
Z1.2,2020,MMR Dose 2 by Age 17,2003,85.61000000000001,1.1,-7.930000000000001,94.32000000000001
Z1.2,2021,MMR Dose 2 by Age 17,2004,86.30000000000001,1.07,-7.51,94.35000000000001
Z1.2,2022,MMR Dose 2 by Age 17,2005,85.74000000000001,1.07,-7.32,93.60000000000001
Z1.2,2023,MMR Dose 2 by Age 17,2006,82.13000000000001,1.1800000000000002,-8.91,92.62
Z1.2,2023,MMR Dose 2 by Age 2,2021,37.620000000000005,1.52,-20.88,69.32
Z1.2,2014,MMR Dose 2 by Age 7,2007,74.62,1.3,-4.59,80.57
Z1.2,2015,MMR Dose 2 by Age 7,2008,74.23,1.32,-5.380000000000001,81.30000000000001
Z1.2,2016,MMR Dose 2 by Age 7,2009,74.78,1.2900000000000003,-5.7,82.10000000000001
Z1.2,2017,MMR Dose 2 by Age 7,2010,71.51,1.34,-7.54,81.63000000000001
Z1.2,2018,MMR Dose 2 by Age 7,2011,70.78,1.35,-7.630000000000001,81.08
Z1.2,2019,MMR Dose 2 by Age 7,2012,68.60000000000001,1.3900000000000001,-9.46,81.72
Z1.2,2020,MMR Dose 2 by Age 7,2013,67.36,1.3800000000000001,-7.42,77.60000000000001
Z1.2,2021,MMR Dose 2 by Age 7,2014,63.45,1.4500000000000002,-7.7700000000000005,74.73
Z1.2,2022,MMR Dose 2 by Age 7,2015,55.85,1.4500000000000002,-12.58,74.08
Z1.2,2023,MMR Dose 2 by Age 7,2016,49.45,1.4700000000000002,-15.72,72.63000000000001
Z1.3,2014,MMR Dose 1 by Age 13,2001,99.33000000000001,0.23,13.08,96.38000000000001
Z1.3,2015,MMR Dose 1 by Age 13,2002,99.51,0.17,17.46,96.51
Z1.3,2016,MMR Dose 1 by Age 13,2003,99.16000000000001,0.25,9.82,96.66000000000001
Z1.3,2017,MMR Dose 1 by Age 13,2004,99.32000000000001,0.21000000000000002,11.32,96.92
Z1.3,2018,MMR Dose 1 by Age 13,2005,99.52,0.16,15.32,97.09
Z1.3,2019,MMR Dose 1 by Age 13,2006,99.36000000000001,0.2,12.750000000000002,96.81000000000002
Z1.3,2020,MMR Dose 1 by Age 13,2007,99.58,0.13,24.36,96.30000000000001
Z1.3,2021,MMR Dose 1 by Age 13,2008,98.06,0.44,5.5,95.64000000000001
Z1.3,2022,MMR Dose 1 by Age 13,2009,98.26,0.39,7.71,95.25
Z1.3,2023,MMR Dose 1 by Age 13,2010,98.2,0.4,8.01,94.95
Z1.3,2014,MMR Dose 1 by Age 17,1997,99.60000000000001,0.15000000000000002,22.03,96.23
Z1.3,2015,MMR Dose 1 by Age 17,1998,99.36000000000001,0.22,12.91,96.51
Z1.3,2016,MMR Dose 1 by Age 17,1999,99.68,0.12000000000000001,25.1,96.71000000000001
Z1.3,2017,MMR Dose 1 by Age 17,2000,99.59,0.15000000000000002,17.430000000000003,96.94000000000001
Z1.3,2018,MMR Dose 1 by Age 17,2001,99.65,0.13,20.01,97.03
Z1.3,2019,MMR Dose 1 by Age 17,2002,99.75,0.09,26.78,97.22
Z1.3,2020,MMR Dose 1 by Age 17,2003,99.63000000000001,0.13,14.9,97.75
Z1.3,2021,MMR Dose 1 by Age 17,2004,99.68,0.11,17.06,97.84000000000002
Z1.3,2022,MMR Dose 1 by Age 17,2005,99.82000000000001,0.07,29.490000000000002,97.83000000000001
Z1.3,2023,MMR Dose 1 by Age 17,2006,99.7,0.1,23.730000000000004,97.27
Z1.3,2014,MMR Dose 1 by Age 2,2012,88.58,1.2900000000000003,0.41000000000000003,88.05
Z1.3,2015,MMR Dose 1 by Age 2,2013,88.12,1.34,0.7500000000000001,87.11000000000001
Z1.3,2016,MMR Dose 1 by Age 2,2014,87.66000000000001,1.33,0.28,87.29
Z1.3,2017,MMR Dose 1 by Age 2,2015,83.11000000000001,1.52,-2.59,87.05
Z1.3,2018,MMR Dose 1 by Age 2,2016,85.01,1.52,-1.1400000000000001,86.73
Z1.3,2019,MMR Dose 1 by Age 2,2017,83.42,1.61,-2.21,86.96000000000001
Z1.3,2020,MMR Dose 1 by Age 2,2018,83.02,1.6600000000000001,-2.19,86.65
Z1.3,2021,MMR Dose 1 by Age 2,2019,76.42,1.83,-3.71,83.2
Z1.3,2022,MMR Dose 1 by Age 2,2020,72.11000000000001,1.9600000000000002,-5.08,82.07
Z1.3,2023,MMR Dose 1 by Age 2,2021,73.22,1.9700000000000002,-4.29,81.67
Z1.3,2014,MMR Dose 2 by Age 13,2001,97.54,0.52,11.23,91.76
Z1.3,2015,MMR Dose 2 by Age 13,2002,97.60000000000001,0.52,11.370000000000001,91.68
Z1.3,2016,MMR Dose 2 by Age 13,2003,98.02,0.44,15.54,91.18
Z1.3,2017,MMR Dose 2 by Age 13,2004,96.45,0.6400000000000001,7.840000000000001,91.45
Z1.3,2018,MMR Dose 2 by Age 13,2005,96.12,0.6600000000000001,7.28,91.34000000000002
Z1.3,2019,MMR Dose 2 by Age 13,2006,96.14000000000001,0.6700000000000002,7.04,91.46000000000001
Z1.3,2020,MMR Dose 2 by Age 13,2007,94.98,0.7500000000000001,5.2700000000000005,91.01
Z1.3,2021,MMR Dose 2 by Age 13,2008,94.22,0.8300000000000001,5.32,89.81000000000002
Z1.3,2022,MMR Dose 2 by Age 13,2009,93.2,0.8700000000000001,3.85,89.83000000000001
Z1.3,2023,MMR Dose 2 by Age 13,2010,95.95,0.6600000000000001,9.650000000000002,89.61000000000001
Z1.3,2014,MMR Dose 2 by Age 17,1997,97.92,0.47000000000000003,11.81,92.41000000000001
Z1.3,2015,MMR Dose 2 by Age 17,1998,98.22,0.42000000000000004,12.99,92.75
Z1.3,2016,MMR Dose 2 by Age 17,1999,99.17,0.23,26.02,93.22
Z1.3,2017,MMR Dose 2 by Age 17,2000,99.36000000000001,0.19,30.470000000000002,93.49000000000001
Z1.3,2018,MMR Dose 2 by Age 17,2001,98.65,0.33000000000000007,16.22,93.37
Z1.3,2019,MMR Dose 2 by Age 17,2002,98.64000000000001,0.33000000000000007,15.620000000000001,93.56
Z1.3,2020,MMR Dose 2 by Age 17,2003,99.07,0.24000000000000002,19.710000000000004,94.32000000000001
Z1.3,2021,MMR Dose 2 by Age 17,2004,98.12,0.39,9.55,94.35000000000001
Z1.3,2022,MMR Dose 2 by Age 17,2005,98.08,0.38000000000000006,11.64,93.60000000000001
Z1.3,2023,MMR Dose 2 by Age 17,2006,97.83000000000001,0.42000000000000004,12.270000000000001,92.62
Z1.3,2023,MMR Dose 2 by Age 2,2021,56.17,2.17,-6.05,69.32
Z1.3,2014,MMR Dose 2 by Age 7,2007,85.03,1.37,3.2600000000000002,80.57
Z1.3,2015,MMR Dose 2 by Age 7,2008,86.80000000000001,1.33,4.12,81.30000000000001
Z1.3,2016,MMR Dose 2 by Age 7,2009,83.84000000000002,1.3800000000000001,1.2600000000000002,82.10000000000001
Z1.3,2017,MMR Dose 2 by Age 7,2010,89.38000000000001,1.2000000000000002,6.430000000000001,81.63000000000001
Z1.3,2018,MMR Dose 2 by Age 7,2011,86.74000000000001,1.3800000000000001,4.11,81.08
Z1.3,2019,MMR Dose 2 by Age 7,2012,86.68,1.34,3.71,81.72
Z1.3,2020,MMR Dose 2 by Age 7,2013,85.25,1.4300000000000002,5.36,77.60000000000001
Z1.3,2021,MMR Dose 2 by Age 7,2014,80.9,1.53,4.03,74.73
Z1.3,2022,MMR Dose 2 by Age 7,2015,76.85000000000001,1.6800000000000002,1.6500000000000001,74.08
Z1.3,2023,MMR Dose 2 by Age 7,2016,79.04,1.6600000000000001,3.8600000000000003,72.63000000000001
Z1.4,2014,MMR Dose 1 by Age 13,2001,97.85000000000001,0.49,2.9800000000000004,96.38000000000001
Z1.4,2015,MMR Dose 1 by Age 13,2002,98.07,0.49,3.22,96.51
Z1.4,2016,MMR Dose 1 by Age 13,2003,98.37,0.44,3.8600000000000003,96.66000000000001
Z1.4,2017,MMR Dose 1 by Age 13,2004,98.46000000000001,0.38000000000000006,4.04,96.92
Z1.4,2018,MMR Dose 1 by Age 13,2005,98.0,0.45,2.02,97.09
Z1.4,2019,MMR Dose 1 by Age 13,2006,98.38000000000001,0.37000000000000005,4.3,96.81000000000002
Z1.4,2020,MMR Dose 1 by Age 13,2007,98.29,0.38000000000000006,5.21,96.30000000000001
Z1.4,2021,MMR Dose 1 by Age 13,2008,96.9,0.55,2.29,95.64000000000001
Z1.4,2022,MMR Dose 1 by Age 13,2009,96.52,0.56,2.2600000000000002,95.25
