Geography,Year,Immunization Type,Birth Cohort,Immunization Percent,Standard Error,Standard Score,Alberta Percent
Z3.2.B.03,2016,MMR Dose 1 by Age 13,2003,91.32000000000001,2.03,-2.62,96.66000000000001
Z3.2.B.03,2017,MMR Dose 1 by Age 13,2004,95.67,1.4800000000000002,-0.8500000000000001,96.92
Z3.2.B.03,2018,MMR Dose 1 by Age 13,2005,91.79,2.19,-2.4200000000000004,97.09
Z3.2.B.03,2019,MMR Dose 1 by Age 13,2006,95.96000000000001,1.3,-0.6600000000000001,96.81000000000002
Z3.2.B.03,2020,MMR Dose 1 by Age 13,2007,95.51,1.4200000000000002,-0.56,96.30000000000001
Z3.2.B.03,2021,MMR Dose 1 by Age 13,2008,92.12,2.05,-1.7200000000000002,95.64000000000001
Z3.2.B.03,2022,MMR Dose 1 by Age 13,2009,92.7,1.9300000000000002,-1.33,95.25
Z3.2.B.03,2023,MMR Dose 1 by Age 13,2010,92.16000000000001,2.05,-1.37,94.95
Z3.2.B.03,2014,MMR Dose 1 by Age 17,1997,96.53,1.2600000000000002,0.24000000000000002,96.23
Z3.2.B.03,2015,MMR Dose 1 by Age 17,1998,94.9,1.58,-1.02,96.51
Z3.2.B.03,2016,MMR Dose 1 by Age 17,1999,94.16000000000001,1.6900000000000002,-1.5,96.71000000000001
Z3.2.B.03,2017,MMR Dose 1 by Age 17,2000,95.34000000000002,1.62,-0.98,96.94000000000001
Z3.2.B.03,2018,MMR Dose 1 by Age 17,2001,94.99000000000001,1.52,-1.34,97.03
Z3.2.B.03,2019,MMR Dose 1 by Age 17,2002,96.5,1.4200000000000002,-0.5,97.22
Z3.2.B.03,2020,MMR Dose 1 by Age 17,2003,92.51,1.87,-2.8000000000000003,97.75
Z3.2.B.03,2021,MMR Dose 1 by Age 17,2004,96.36000000000001,1.32,-1.12,97.84000000000002
Z3.2.B.03,2022,MMR Dose 1 by Age 17,2005,92.75,2.04,-2.49,97.83000000000001
Z3.2.B.03,2023,MMR Dose 1 by Age 17,2006,96.26,1.2300000000000002,-0.8200000000000001,97.27
Z3.2.B.03,2014,MMR Dose 1 by Age 2,2012,86.61000000000001,2.83,-0.51,88.05
Z3.2.B.03,2015,MMR Dose 1 by Age 2,2013,88.46000000000001,2.73,0.49,87.11000000000001
Z3.2.B.03,2016,MMR Dose 1 by Age 2,2014,83.7,2.81,-1.2800000000000002,87.29
Z3.2.B.03,2017,MMR Dose 1 by Age 2,2015,84.77,2.8400000000000003,-0.81,87.05
Z3.2.B.03,2018,MMR Dose 1 by Age 2,2016,84.06,2.8000000000000003,-0.9500000000000001,86.73
Z3.2.B.03,2019,MMR Dose 1 by Age 2,2017,79.83000000000001,3.19,-2.23,86.96000000000001
Z3.2.B.03,2020,MMR Dose 1 by Age 2,2018,85.05,3.07,-0.52,86.65
Z3.2.B.03,2021,MMR Dose 1 by Age 2,2019,79.95,3.69,-0.88,83.2
Z3.2.B.03,2022,MMR Dose 1 by Age 2,2020,78.57,3.4800000000000004,-1.0,82.07
Z3.2.B.03,2023,MMR Dose 1 by Age 2,2021,74.33,4.01,-1.83,81.67
Z3.2.B.03,2014,MMR Dose 2 by Age 13,2001,83.35000000000001,2.77,-3.04,91.76
Z3.2.B.03,2015,MMR Dose 2 by Age 13,2002,91.9,1.9400000000000002,0.12000000000000001,91.68
Z3.2.B.03,2016,MMR Dose 2 by Age 13,2003,86.41000000000001,2.4600000000000004,-1.9400000000000002,91.18
Z3.2.B.03,2017,MMR Dose 2 by Age 13,2004,91.54,1.9300000000000002,0.04,91.45
Z3.2.B.03,2018,MMR Dose 2 by Age 13,2005,84.11000000000001,2.7800000000000002,-2.6,91.34000000000002
Z3.2.B.03,2019,MMR Dose 2 by Age 13,2006,87.45,2.41,-1.6600000000000001,91.46000000000001
Z3.2.B.03,2020,MMR Dose 2 by Age 13,2007,86.18,2.47,-1.9500000000000002,91.01
Z3.2.B.03,2021,MMR Dose 2 by Age 13,2008,83.88000000000001,2.69,-2.21,89.81000000000002
Z3.2.B.03,2022,MMR Dose 2 by Age 13,2009,89.62,2.14,-0.1,89.83000000000001
Z3.2.B.03,2023,MMR Dose 2 by Age 13,2010,86.55,2.55,-1.2000000000000002,89.61000000000001
Z3.2.B.03,2014,MMR Dose 2 by Age 17,1997,92.23,1.8,-0.1,92.41000000000001
Z3.2.B.03,2015,MMR Dose 2 by Age 17,1998,90.21000000000001,2.23,-1.1400000000000001,92.75
Z3.2.B.03,2016,MMR Dose 2 by Age 17,1999,89.81000000000002,1.9800000000000002,-1.7200000000000002,93.22
Z3.2.B.03,2017,MMR Dose 2 by Age 17,2000,93.05,1.85,-0.24000000000000002,93.49000000000001
Z3.2.B.03,2018,MMR Dose 2 by Age 17,2001,87.76,2.39,-2.3400000000000003,93.37
Z3.2.B.03,2019,MMR Dose 2 by Age 17,2002,94.34000000000002,1.59,0.49,93.56
Z3.2.B.03,2020,MMR Dose 2 by Age 17,2003,88.51,2.25,-2.59,94.32000000000001
Z3.2.B.03,2021,MMR Dose 2 by Age 17,2004,92.7,1.7700000000000002,-0.93,94.35000000000001
Z3.2.B.03,2022,MMR Dose 2 by Age 17,2005,85.82000000000001,2.65,-2.93,93.60000000000001
Z3.2.B.03,2023,MMR Dose 2 by Age 17,2006,88.52,2.3200000000000003,-1.7700000000000002,92.62
Z3.2.B.03,2023,MMR Dose 2 by Age 2,2021,63.970000000000006,4.22,-1.2700000000000002,69.32
Z3.2.B.03,2014,MMR Dose 2 by Age 7,2007,77.39000000000001,2.97,-1.07,80.57
Z3.2.B.03,2015,MMR Dose 2 by Age 7,2008,73.84,3.24,-2.31,81.30000000000001
Z3.2.B.03,2016,MMR Dose 2 by Age 7,2009,83.35000000000001,2.7,0.46,82.10000000000001
Z3.2.B.03,2017,MMR Dose 2 by Age 7,2010,78.15,3.09,-1.1300000000000001,81.63000000000001
Z3.2.B.03,2018,MMR Dose 2 by Age 7,2011,76.86000000000001,2.9800000000000004,-1.4200000000000002,81.08
Z3.2.B.03,2019,MMR Dose 2 by Age 7,2012,82.87,2.9000000000000004,0.39,81.72
Z3.2.B.03,2020,MMR Dose 2 by Age 7,2013,77.57,3.4000000000000004,-0.01,77.60000000000001
Z3.2.B.03,2021,MMR Dose 2 by Age 7,2014,75.36,3.27,0.19,74.73
Z3.2.B.03,2022,MMR Dose 2 by Age 7,2015,77.26,3.18,1.0,74.08
Z3.2.B.03,2023,MMR Dose 2 by Age 7,2016,67.92,3.41,-1.3800000000000001,72.63000000000001
Z3.2.C.04,2014,MMR Dose 1 by Age 13,2001,91.96000000000001,1.8,-2.45,96.38000000000001
Z3.2.C.04,2015,MMR Dose 1 by Age 13,2002,92.7,1.6,-2.37,96.51
Z3.2.C.04,2016,MMR Dose 1 by Age 13,2003,95.71000000000001,1.06,-0.89,96.66000000000001
Z3.2.C.04,2017,MMR Dose 1 by Age 13,2004,94.64000000000001,1.3900000000000001,-1.6400000000000001,96.92
Z3.2.C.04,2018,MMR Dose 1 by Age 13,2005,94.03,1.36,-2.2600000000000002,97.09
Z3.2.C.04,2019,MMR Dose 1 by Age 13,2006,95.71000000000001,1.11,-1.0,96.81000000000002
Z3.2.C.04,2020,MMR Dose 1 by Age 13,2007,91.14000000000001,1.6300000000000001,-3.16,96.30000000000001
Z3.2.C.04,2021,MMR Dose 1 by Age 13,2008,90.24000000000001,1.6300000000000001,-3.31,95.64000000000001
Z3.2.C.04,2022,MMR Dose 1 by Age 13,2009,90.87,1.52,-2.8800000000000003,95.25
Z3.2.C.04,2023,MMR Dose 1 by Age 13,2010,88.61000000000001,1.7500000000000002,-3.63,94.95
Z3.2.C.04,2014,MMR Dose 1 by Age 17,1997,93.41000000000001,1.9000000000000001,-1.4800000000000002,96.23
Z3.2.C.04,2015,MMR Dose 1 by Age 17,1998,93.36000000000001,1.6500000000000001,-1.9000000000000001,96.51
Z3.2.C.04,2016,MMR Dose 1 by Age 17,1999,94.11000000000001,1.53,-1.7000000000000002,96.71000000000001
Z3.2.C.04,2017,MMR Dose 1 by Age 17,2000,95.91000000000001,1.2300000000000002,-0.8400000000000001,96.94000000000001
Z3.2.C.04,2018,MMR Dose 1 by Age 17,2001,91.96000000000001,1.8,-2.81,97.03
Z3.2.C.04,2019,MMR Dose 1 by Age 17,2002,93.55,1.4900000000000002,-2.4600000000000004,97.22
Z3.2.C.04,2020,MMR Dose 1 by Age 17,2003,96.34000000000002,0.9500000000000001,-1.4800000000000002,97.75
Z3.2.C.04,2021,MMR Dose 1 by Age 17,2004,95.14000000000001,1.3,-2.07,97.84000000000002
Z3.2.C.04,2022,MMR Dose 1 by Age 17,2005,94.5,1.2900000000000003,-2.58,97.83000000000001
Z3.2.C.04,2023,MMR Dose 1 by Age 17,2006,96.56,0.9500000000000001,-0.7500000000000001,97.27
Z3.2.C.04,2014,MMR Dose 1 by Age 2,2012,86.7,1.84,-0.7300000000000001,88.05
Z3.2.C.04,2015,MMR Dose 1 by Age 2,2013,84.4,1.83,-1.4800000000000002,87.11000000000001
Z3.2.C.04,2016,MMR Dose 1 by Age 2,2014,81.99000000000001,1.9500000000000002,-2.71,87.29
Z3.2.C.04,2017,MMR Dose 1 by Age 2,2015,82.05,1.8,-2.77,87.05
Z3.2.C.04,2018,MMR Dose 1 by Age 2,2016,81.66000000000001,1.85,-2.74,86.73
Z3.2.C.04,2019,MMR Dose 1 by Age 2,2017,82.06,1.8,-2.73,86.96000000000001
Z3.2.C.04,2020,MMR Dose 1 by Age 2,2018,84.91000000000001,1.82,-0.96,86.65
Z3.2.C.04,2021,MMR Dose 1 by Age 2,2019,80.19000000000001,2.05,-1.4600000000000002,83.2
Z3.2.C.04,2022,MMR Dose 1 by Age 2,2020,73.41000000000001,2.35,-3.69,82.07
Z3.2.C.04,2023,MMR Dose 1 by Age 2,2021,72.4,2.3600000000000003,-3.9200000000000004,81.67
Z3.2.C.04,2014,MMR Dose 2 by Age 13,2001,88.83000000000001,1.9400000000000002,-1.51,91.76
Z3.2.C.04,2015,MMR Dose 2 by Age 13,2002,88.80000000000001,1.8800000000000001,-1.53,91.68
Z3.2.C.04,2016,MMR Dose 2 by Age 13,2003,88.49000000000001,1.81,-1.4900000000000002,91.18
Z3.2.C.04,2017,MMR Dose 2 by Age 13,2004,92.81000000000002,1.4600000000000002,0.92,91.45
Z3.2.C.04,2018,MMR Dose 2 by Age 13,2005,87.59,1.82,-2.06,91.34000000000002
Z3.2.C.04,2019,MMR Dose 2 by Age 13,2006,89.31000000000002,1.6700000000000002,-1.2900000000000003,91.46000000000001
Z3.2.C.04,2020,MMR Dose 2 by Age 13,2007,84.09,2.0,-3.4600000000000004,91.01
Z3.2.C.04,2021,MMR Dose 2 by Age 13,2008,83.42,1.9500000000000002,-3.27,89.81000000000002
Z3.2.C.04,2022,MMR Dose 2 by Age 13,2009,87.15,1.7100000000000002,-1.56,89.83000000000001
Z3.2.C.04,2023,MMR Dose 2 by Age 13,2010,83.88000000000001,1.8900000000000001,-3.03,89.61000000000001
Z3.2.C.04,2014,MMR Dose 2 by Age 17,1997,93.47,1.6300000000000001,0.6500000000000001,92.41000000000001
Z3.2.C.04,2015,MMR Dose 2 by Age 17,1998,88.93,2.03,-1.8800000000000001,92.75
Z3.2.C.04,2016,MMR Dose 2 by Age 17,1999,92.95,1.57,-0.17,93.22
Z3.2.C.04,2017,MMR Dose 2 by Age 17,2000,92.39000000000001,1.52,-0.7200000000000001,93.49000000000001
Z3.2.C.04,2018,MMR Dose 2 by Age 17,2001,90.62,1.7900000000000003,-1.54,93.37
Z3.2.C.04,2019,MMR Dose 2 by Age 17,2002,91.46000000000001,1.61,-1.3,93.56
Z3.2.C.04,2020,MMR Dose 2 by Age 17,2003,90.94000000000001,1.58,-2.14,94.32000000000001
Z3.2.C.04,2021,MMR Dose 2 by Age 17,2004,94.24000000000001,1.2700000000000002,-0.09,94.35000000000001
Z3.2.C.04,2022,MMR Dose 2 by Age 17,2005,88.41000000000001,1.7600000000000002,-2.9400000000000004,93.60000000000001
Z3.2.C.04,2023,MMR Dose 2 by Age 17,2006,90.74000000000001,1.54,-1.2200000000000002,92.62
Z3.2.C.04,2023,MMR Dose 2 by Age 2,2021,55.370000000000005,2.58,-5.4,69.32
Z3.2.C.04,2014,MMR Dose 2 by Age 7,2007,74.10000000000001,2.3800000000000003,-2.72,80.57
Z3.2.C.04,2015,MMR Dose 2 by Age 7,2008,76.31,2.27,-2.2,81.30000000000001
Z3.2.C.04,2016,MMR Dose 2 by Age 7,2009,80.08,2.09,-0.97,82.10000000000001
Z3.2.C.04,2017,MMR Dose 2 by Age 7,2010,71.9,2.3400000000000003,-4.15,81.63000000000001
Z3.2.C.04,2018,MMR Dose 2 by Age 7,2011,75.2,2.13,-2.7600000000000002,81.08
Z3.2.C.04,2019,MMR Dose 2 by Age 7,2012,81.29,1.9200000000000002,-0.23,81.72
Z3.2.C.04,2020,MMR Dose 2 by Age 7,2013,74.18,2.08,-1.6500000000000001,77.60000000000001
Z3.2.C.04,2021,MMR Dose 2 by Age 7,2014,65.68,2.24,-4.05,74.73
Z3.2.C.04,2022,MMR Dose 2 by Age 7,2015,67.26,2.14,-3.19,74.08
Z3.2.C.04,2023,MMR Dose 2 by Age 7,2016,65.01,2.2600000000000002,-3.3800000000000003,72.63000000000001
Z3.2.C.05,2014,MMR Dose 1 by Age 13,2001,93.60000000000001,2.11,-1.32,96.38000000000001
Z3.2.C.05,2015,MMR Dose 1 by Age 13,2002,95.78,1.7500000000000002,-0.42000000000000004,96.51
Z3.2.C.05,2016,MMR Dose 1 by Age 13,2003,95.76,1.35,-0.6700000000000002,96.66000000000001
Z3.2.C.05,2017,MMR Dose 1 by Age 13,2004,94.58,1.6300000000000001,-1.4400000000000002,96.92
Z3.2.C.05,2018,MMR Dose 1 by Age 13,2005,93.93,1.7400000000000002,-1.82,97.09
Z3.2.C.05,2019,MMR Dose 1 by Age 13,2006,94.31000000000002,1.6800000000000002,-1.4900000000000002,96.81000000000002
Z3.2.C.05,2020,MMR Dose 1 by Age 13,2007,90.2,1.86,-3.29,96.30000000000001
Z3.2.C.05,2021,MMR Dose 1 by Age 13,2008,92.72,1.6300000000000001,-1.7900000000000003,95.64000000000001
Z3.2.C.05,2022,MMR Dose 1 by Age 13,2009,92.03,1.7800000000000002,-1.81,95.25
Z3.2.C.05,2023,MMR Dose 1 by Age 13,2010,88.49000000000001,1.9000000000000001,-3.41,94.95
Z3.2.C.05,2014,MMR Dose 1 by Age 17,1997,96.02,1.57,-0.13,96.23
Z3.2.C.05,2015,MMR Dose 1 by Age 17,1998,96.97,1.33,0.35000000000000003,96.51
Z3.2.C.05,2016,MMR Dose 1 by Age 17,1999,94.33000000000001,1.9100000000000001,-1.2500000000000002,96.71000000000001
Z3.2.C.05,2017,MMR Dose 1 by Age 17,2000,96.12,1.4100000000000001,-0.58,96.94000000000001
Z3.2.C.05,2018,MMR Dose 1 by Age 17,2001,94.2,1.9600000000000002,-1.4500000000000002,97.03
Z3.2.C.05,2019,MMR Dose 1 by Age 17,2002,95.78,1.7500000000000002,-0.8200000000000001,97.22
Z3.2.C.05,2020,MMR Dose 1 by Age 17,2003,96.17,1.2500000000000002,-1.2600000000000002,97.75
Z3.2.C.05,2021,MMR Dose 1 by Age 17,2004,95.51,1.4300000000000002,-1.6300000000000001,97.84000000000002
Z3.2.C.05,2022,MMR Dose 1 by Age 17,2005,94.35000000000001,1.6700000000000002,-2.08,97.83000000000001
Z3.2.C.05,2023,MMR Dose 1 by Age 17,2006,94.31000000000002,1.6800000000000002,-1.7600000000000002,97.27
Z3.2.C.05,2014,MMR Dose 1 by Age 2,2012,84.64000000000001,2.24,-1.52,88.05
Z3.2.C.05,2015,MMR Dose 1 by Age 2,2013,82.10000000000001,2.41,-2.08,87.11000000000001
Z3.2.C.05,2016,MMR Dose 1 by Age 2,2014,85.10000000000001,2.37,-0.93,87.29
Z3.2.C.05,2017,MMR Dose 1 by Age 2,2015,82.44000000000001,2.3400000000000003,-1.9700000000000002,87.05
Z3.2.C.05,2018,MMR Dose 1 by Age 2,2016,85.7,2.31,-0.45,86.73
Z3.2.C.05,2019,MMR Dose 1 by Age 2,2017,84.12,2.3800000000000003,-1.1900000000000002,86.96000000000001
Z3.2.C.05,2020,MMR Dose 1 by Age 2,2018,83.63000000000001,2.45,-1.2300000000000002,86.65
Z3.2.C.05,2021,MMR Dose 1 by Age 2,2019,82.55,2.68,-0.24000000000000002,83.2
Z3.2.C.05,2022,MMR Dose 1 by Age 2,2020,76.49000000000001,3.04,-1.83,82.07
Z3.2.C.05,2023,MMR Dose 1 by Age 2,2021,66.43,3.05,-5.0,81.67
Z3.2.C.05,2014,MMR Dose 2 by Age 13,2001,90.16000000000001,2.24,-0.7100000000000001,91.76
Z3.2.C.05,2015,MMR Dose 2 by Age 13,2002,91.82000000000001,2.13,0.07,91.68
Z3.2.C.05,2016,MMR Dose 2 by Age 13,2003,88.24000000000001,2.27,-1.2900000000000003,91.18
Z3.2.C.05,2017,MMR Dose 2 by Age 13,2004,87.07,2.35,-1.87,91.45
Z3.2.C.05,2018,MMR Dose 2 by Age 13,2005,89.66000000000001,2.01,-0.8400000000000001,91.34000000000002
Z3.2.C.05,2019,MMR Dose 2 by Age 13,2006,86.91000000000001,2.43,-1.8800000000000001,91.46000000000001
Z3.2.C.05,2020,MMR Dose 2 by Age 13,2007,84.05,2.24,-3.11,91.01
Z3.2.C.05,2021,MMR Dose 2 by Age 13,2008,81.84000000000002,2.41,-3.31,89.81000000000002
Z3.2.C.05,2022,MMR Dose 2 by Age 13,2009,86.75,2.14,-1.4400000000000002,89.83000000000001
Z3.2.C.05,2023,MMR Dose 2 by Age 13,2010,80.52,2.35,-3.87,89.61000000000001
Z3.2.C.05,2014,MMR Dose 2 by Age 17,1997,94.74000000000001,1.7600000000000002,1.33,92.41000000000001
Z3.2.C.05,2015,MMR Dose 2 by Age 17,1998,94.23,1.7200000000000002,0.8600000000000001,92.75
Z3.2.C.05,2016,MMR Dose 2 by Age 17,1999,93.36000000000001,1.6700000000000002,0.08,93.22
Z3.2.C.05,2017,MMR Dose 2 by Age 17,2000,89.36000000000001,2.29,-1.8,93.49000000000001
Z3.2.C.05,2018,MMR Dose 2 by Age 17,2001,92.83000000000001,1.8,-0.30000000000000004,93.37
Z3.2.C.05,2019,MMR Dose 2 by Age 17,2002,92.7,1.9900000000000002,-0.43000000000000005,93.56
Z3.2.C.05,2020,MMR Dose 2 by Age 17,2003,90.48,2.02,-1.9100000000000001,94.32000000000001
Z3.2.C.05,2021,MMR Dose 2 by Age 17,2004,89.78,2.07,-2.21,94.35000000000001
Z3.2.C.05,2022,MMR Dose 2 by Age 17,2005,92.25,1.7300000000000002,-0.78,93.60000000000001
Z3.2.C.05,2023,MMR Dose 2 by Age 17,2006,89.10000000000001,2.21,-1.59,92.62
Z3.2.C.05,2023,MMR Dose 2 by Age 2,2021,47.65,3.23,-6.7,69.32
Z3.2.C.05,2014,MMR Dose 2 by Age 7,2007,73.23,2.8000000000000003,-2.62,80.57
Z3.2.C.05,2015,MMR Dose 2 by Age 7,2008,71.77,2.87,-3.33,81.30000000000001
Z3.2.C.05,2016,MMR Dose 2 by Age 7,2009,80.12,2.59,-0.77,82.10000000000001
Z3.2.C.05,2017,MMR Dose 2 by Age 7,2010,73.44000000000001,2.62,-3.13,81.63000000000001
Z3.2.C.05,2018,MMR Dose 2 by Age 7,2011,77.95,2.54,-1.2300000000000002,81.08
Z3.2.C.05,2019,MMR Dose 2 by Age 7,2012,78.51,2.39,-1.34,81.72
Z3.2.C.05,2020,MMR Dose 2 by Age 7,2013,70.05,2.9000000000000004,-2.61,77.60000000000001
Z3.2.C.05,2021,MMR Dose 2 by Age 7,2014,69.62,2.93,-1.7400000000000002,74.73
Z3.2.C.05,2022,MMR Dose 2 by Age 7,2015,69.88,2.74,-1.53,74.08
Z3.2.C.05,2023,MMR Dose 2 by Age 7,2016,62.86000000000001,3.12,-3.13,72.63000000000001
Z3.3.A.01,2014,MMR Dose 1 by Age 13,2001,97.24000000000001,1.1,0.78,96.38000000000001
Z3.3.A.01,2015,MMR Dose 1 by Age 13,2002,93.30000000000001,1.9800000000000002,-1.62,96.51
Z3.3.A.01,2016,MMR Dose 1 by Age 13,2003,95.55,1.61,-0.6900000000000001,96.66000000000001
Z3.3.A.01,2017,MMR Dose 1 by Age 13,2004,95.52,1.56,-0.9,96.92
Z3.3.A.01,2018,MMR Dose 1 by Age 13,2005,95.97,1.58,-0.7100000000000001,97.09
Z3.3.A.01,2019,MMR Dose 1 by Age 13,2006,95.77,1.4100000000000001,-0.7400000000000001,96.81000000000002
Z3.3.A.01,2020,MMR Dose 1 by Age 13,2007,95.31000000000002,1.57,-0.6300000000000001,96.30000000000001
Z3.3.A.01,2021,MMR Dose 1 by Age 13,2008,90.68,2.16,-2.3000000000000003,95.64000000000001
Z3.3.A.01,2022,MMR Dose 1 by Age 13,2009,92.09,2.06,-1.53,95.25
Z3.3.A.01,2023,MMR Dose 1 by Age 13,2010,87.33000000000001,2.91,-2.62,94.95
Z3.3.A.01,2014,MMR Dose 1 by Age 17,1997,97.77,1.03,1.4900000000000002,96.23
Z3.3.A.01,2015,MMR Dose 1 by Age 17,1998,94.60000000000001,1.8800000000000001,-1.01,96.51
Z3.3.A.01,2016,MMR Dose 1 by Age 17,1999,96.57,1.31,-0.11,96.71000000000001
Z3.3.A.01,2017,MMR Dose 1 by Age 17,2000,94.63000000000001,1.7200000000000002,-1.34,96.94000000000001
Z3.3.A.01,2018,MMR Dose 1 by Age 17,2001,98.55,0.7200000000000001,2.13,97.03
Z3.3.A.01,2019,MMR Dose 1 by Age 17,2002,96.69000000000001,1.2300000000000002,-0.43000000000000005,97.22
Z3.3.A.01,2020,MMR Dose 1 by Age 17,2003,97.49000000000001,1.06,-0.24000000000000002,97.75
Z3.3.A.01,2021,MMR Dose 1 by Age 17,2004,97.46000000000001,1.04,-0.37000000000000005,97.84000000000002
Z3.3.A.01,2022,MMR Dose 1 by Age 17,2005,96.95,1.3,-0.68,97.83000000000001
Z3.3.A.01,2023,MMR Dose 1 by Age 17,2006,95.77,1.4100000000000001,-1.06,97.27
Z3.3.A.01,2014,MMR Dose 1 by Age 2,2012,74.42,3.83,-3.56,88.05
Z3.3.A.01,2015,MMR Dose 1 by Age 2,2013,83.72,3.16,-1.07,87.11000000000001
Z3.3.A.01,2016,MMR Dose 1 by Age 2,2014,83.36000000000001,3.19,-1.2300000000000002,87.29
Z3.3.A.01,2017,MMR Dose 1 by Age 2,2015,89.32000000000001,2.69,0.8400000000000001,87.05
Z3.3.A.01,2018,MMR Dose 1 by Age 2,2016,81.54,3.25,-1.6,86.73
Z3.3.A.01,2019,MMR Dose 1 by Age 2,2017,79.45,3.85,-1.9500000000000002,86.96000000000001
Z3.3.A.01,2020,MMR Dose 1 by Age 2,2018,77.10000000000001,4.1000000000000005,-2.33,86.65
Z3.3.A.01,2021,MMR Dose 1 by Age 2,2019,79.08,3.83,-1.08,83.2
Z3.3.A.01,2022,MMR Dose 1 by Age 2,2020,73.55,4.430000000000001,-1.9200000000000002,82.07
Z3.3.A.01,2023,MMR Dose 1 by Age 2,2021,70.74000000000001,4.05,-2.7,81.67
Z3.3.A.01,2014,MMR Dose 2 by Age 13,2001,92.59,1.9500000000000002,0.43000000000000005,91.76
Z3.3.A.01,2015,MMR Dose 2 by Age 13,2002,87.58,2.66,-1.54,91.68
Z3.3.A.01,2016,MMR Dose 2 by Age 13,2003,87.05,2.8200000000000003,-1.4700000000000002,91.18
Z3.3.A.01,2017,MMR Dose 2 by Age 13,2004,89.74000000000001,2.52,-0.68,91.45
Z3.3.A.01,2018,MMR Dose 2 by Age 13,2005,89.15,2.62,-0.8400000000000001,91.34000000000002
Z3.3.A.01,2019,MMR Dose 2 by Age 13,2006,83.49000000000001,2.93,-2.72,91.46000000000001
Z3.3.A.01,2020,MMR Dose 2 by Age 13,2007,82.9,3.2,-2.53,91.01
Z3.3.A.01,2021,MMR Dose 2 by Age 13,2008,83.30000000000001,2.83,-2.3000000000000003,89.81000000000002
Z3.3.A.01,2022,MMR Dose 2 by Age 13,2009,83.86000000000001,2.89,-2.06,89.83000000000001
Z3.3.A.01,2023,MMR Dose 2 by Age 13,2010,82.25,3.21,-2.29,89.61000000000001
Z3.3.A.01,2014,MMR Dose 2 by Age 17,1997,94.33000000000001,1.6700000000000002,1.1500000000000001,92.41000000000001
Z3.3.A.01,2015,MMR Dose 2 by Age 17,1998,92.06,2.09,-0.33000000000000007,92.75
Z3.3.A.01,2016,MMR Dose 2 by Age 17,1999,95.24000000000001,1.53,1.32,93.22
Z3.3.A.01,2017,MMR Dose 2 by Age 17,2000,88.51,2.65,-1.8800000000000001,93.49000000000001
Z3.3.A.01,2018,MMR Dose 2 by Age 17,2001,96.29,1.3,2.24,93.37
Z3.3.A.01,2019,MMR Dose 2 by Age 17,2002,93.75,1.87,0.1,93.56
Z3.3.A.01,2020,MMR Dose 2 by Age 17,2003,92.01,2.17,-1.07,94.32000000000001
Z3.3.A.01,2021,MMR Dose 2 by Age 17,2004,93.31000000000002,1.9700000000000002,-0.53,94.35000000000001
Z3.3.A.01,2022,MMR Dose 2 by Age 17,2005,90.66000000000001,2.39,-1.2300000000000002,93.60000000000001
Z3.3.A.01,2023,MMR Dose 2 by Age 17,2006,84.51,2.83,-2.8600000000000003,92.62
Z3.3.A.01,2023,MMR Dose 2 by Age 2,2021,56.260000000000005,4.31,-3.03,69.32
Z3.3.A.01,2014,MMR Dose 2 by Age 7,2007,73.77,3.79,-1.7900000000000003,80.57
Z3.3.A.01,2015,MMR Dose 2 by Age 7,2008,75.10000000000001,3.3400000000000003,-1.86,81.30000000000001
Z3.3.A.01,2016,MMR Dose 2 by Age 7,2009,73.7,3.4200000000000004,-2.45,82.10000000000001
Z3.3.A.01,2017,MMR Dose 2 by Age 7,2010,76.16000000000001,3.61,-1.51,81.63000000000001
Z3.3.A.01,2018,MMR Dose 2 by Age 7,2011,76.3,3.54,-1.35,81.08
Z3.3.A.01,2019,MMR Dose 2 by Age 7,2012,70.02,3.9600000000000004,-2.95,81.72
Z3.3.A.01,2020,MMR Dose 2 by Age 7,2013,76.97,3.55,-0.18,77.60000000000001
Z3.3.A.01,2021,MMR Dose 2 by Age 7,2014,70.07,3.7800000000000002,-1.2300000000000002,74.73
Z3.3.A.01,2022,MMR Dose 2 by Age 7,2015,72.74000000000001,3.72,-0.36000000000000004,74.08
Z3.3.A.01,2023,MMR Dose 2 by Age 7,2016,64.78,3.8000000000000003,-2.06,72.63000000000001
Z3.3.A.02,2014,MMR Dose 1 by Age 13,2001,99.15,0.6600000000000001,4.2,96.38000000000001
Z3.3.A.02,2015,MMR Dose 1 by Age 13,2002,99.14000000000001,0.7000000000000001,3.75,96.51
Z3.3.A.02,2016,MMR Dose 1 by Age 13,2003,98.18,0.99,1.53,96.66000000000001
Z3.3.A.02,2017,MMR Dose 1 by Age 13,2004,97.68,1.2300000000000002,0.6200000000000001,96.92
Z3.3.A.02,2018,MMR Dose 1 by Age 13,2005,98.83000000000001,0.7500000000000001,2.31,97.09
Z3.3.A.02,2019,MMR Dose 1 by Age 13,2006,97.26,1.34,0.34,96.81000000000002
Z3.3.A.02,2020,MMR Dose 1 by Age 13,2007,98.04,1.1400000000000001,1.53,96.30000000000001
Z3.3.A.02,2021,MMR Dose 1 by Age 13,2008,97.94000000000001,1.07,2.15,95.64000000000001
Z3.3.A.02,2022,MMR Dose 1 by Age 13,2009,98.83000000000001,0.76,4.7,95.25
Z3.3.A.02,2023,MMR Dose 1 by Age 13,2010,95.46000000000001,1.81,0.28,94.95
