pt,location,year_report,year_birth,age,n_doses,value,source
BC,Thompson Cariboo Shuswap,2019,NA,7,2,0.792,PT
BC,Thompson Cariboo Shuswap,2020,NA,7,2,0.829,PT
BC,Thompson Cariboo Shuswap,2021,NA,7,2,0.794,PT
BC,Thompson Cariboo Shuswap,2022,NA,7,2,0.773,PT
BC,Thompson Cariboo Shuswap,2023,NA,7,2,0.67,PT
BC,Vancouver,2013,NA,7,2,0.911,PT
BC,Vancouver,2014,NA,7,2,0.898,PT
BC,Vancouver,2015,NA,7,2,0.891,PT
BC,Vancouver,2016,NA,7,2,0.89,PT
BC,Vancouver,2017,NA,7,2,0.895,PT
BC,Vancouver,2018,NA,7,2,0.854,PT
BC,Vancouver,2019,NA,7,2,0.86,PT
BC,Vancouver,2020,NA,7,2,0.865,PT
BC,Vancouver,2021,NA,7,2,0.869,PT
BC,Vancouver,2022,NA,7,2,0.738,PT
BC,Vancouver,2023,NA,7,2,0.747,PT
NT,Northwest Territories,2023,NA,2,1+,0.85,PT
NL,Newfoundland and Labrador,2013,NA,2,1+,0.951,cNICS
NL,Newfoundland and Labrador,2017,NA,2,1+,0.9690000000000001,cNICS
NL,Newfoundland and Labrador,2021,NA,2,1+,0.97,cNICS
NL,Newfoundland and Labrador,2013,NA,7,1+,0.843,cNICS
PE,Prince Edward Island,2013,NA,2,1+,0.902,cNICS
PE,Prince Edward Island,2017,NA,2,1+,0.932,cNICS
PE,Prince Edward Island,2021,NA,2,1+,0.98,cNICS
PE,Prince Edward Island,2013,NA,7,1+,0.8420000000000001,cNICS
NS,Nova Scotia,2013,NA,2,1+,0.866,cNICS
NS,Nova Scotia,2017,NA,2,1+,0.871,cNICS
NS,Nova Scotia,2021,NA,2,1+,0.9359999999999999,cNICS
NS,Nova Scotia,2013,NA,7,1+,0.7170000000000001,cNICS
NB,New Brunswick,2013,NA,2,1+,0.9259999999999999,cNICS
NB,New Brunswick,2017,NA,2,1+,0.92,cNICS
NB,New Brunswick,2021,NA,2,1+,0.943,cNICS
NB,New Brunswick,2013,NA,7,1+,0.9229999999999999,cNICS
ON,Ontario,2013,NA,2,1+,0.9279999999999999,cNICS
ON,Ontario,2017,NA,2,1+,0.909,cNICS
ON,Ontario,2021,NA,2,1+,0.92,cNICS
ON,Ontario,2013,NA,7,1+,0.887,cNICS
QC,Quebec,2013,NA,2,1+,0.9059999999999999,cNICS
QC,Quebec,2017,NA,2,1+,0.91,cNICS
