pt,location,year_report,year_birth,age,n_doses,value,source
AB,South Zone - West,2022,2020,NA,1+,0.6767,PT
AB,South Zone - West,2023,2021,NA,1+,0.7017,PT
AB,South Zone - West,2014,2001,NA,2,0.9010000000000001,PT
AB,South Zone - West,2015,2002,NA,2,0.8969000000000001,PT
AB,South Zone - West,2016,2003,NA,2,0.9011000000000001,PT
AB,South Zone - West,2017,2004,NA,2,0.8978,PT
AB,South Zone - West,2018,2005,NA,2,0.8908,PT
AB,South Zone - West,2019,2006,NA,2,0.8721000000000001,PT
AB,South Zone - West,2020,2007,NA,2,0.8839000000000001,PT
AB,South Zone - West,2021,2008,NA,2,0.8395,PT
AB,South Zone - West,2022,2009,NA,2,0.8447,PT
AB,South Zone - West,2023,2010,NA,2,0.855,PT
AB,South Zone - West,2014,1997,NA,2,0.9024000000000001,PT
AB,South Zone - West,2015,1998,NA,2,0.9206,PT
AB,South Zone - West,2016,1999,NA,2,0.9336000000000001,PT
AB,South Zone - West,2017,2000,NA,2,0.9103,PT
AB,South Zone - West,2018,2001,NA,2,0.9126000000000001,PT
AB,South Zone - West,2019,2002,NA,2,0.9125,PT
AB,South Zone - West,2020,2003,NA,2,0.9071000000000001,PT
AB,South Zone - West,2021,2004,NA,2,0.9156,PT
AB,South Zone - West,2022,2005,NA,2,0.8952,PT
AB,South Zone - West,2023,2006,NA,2,0.8798,PT
AB,South Zone - West,2023,2021,NA,2,0.5602,PT
AB,South Zone - West,2014,2007,NA,2,0.7743000000000001,PT
AB,South Zone - West,2015,2008,NA,2,0.7832000000000001,PT
AB,South Zone - West,2016,2009,NA,2,0.7917000000000001,PT
AB,South Zone - West,2017,2010,NA,2,0.7995,PT
AB,South Zone - West,2018,2011,NA,2,0.7902,PT
AB,South Zone - West,2019,2012,NA,2,0.7989000000000002,PT
AB,South Zone - West,2020,2013,NA,2,0.7902,PT
AB,South Zone - West,2021,2014,NA,2,0.7515000000000001,PT
AB,South Zone - West,2022,2015,NA,2,0.6961000000000002,PT
AB,South Zone - West,2023,2016,NA,2,0.7144000000000001,PT
AB,South Zone - Central,2014,2001,NA,1+,0.9035000000000001,PT
AB,South Zone - Central,2015,2002,NA,1+,0.9043000000000001,PT
AB,South Zone - Central,2016,2003,NA,1+,0.905,PT
AB,South Zone - Central,2017,2004,NA,1+,0.902,PT
AB,South Zone - Central,2018,2005,NA,1+,0.9107,PT
AB,South Zone - Central,2019,2006,NA,1+,0.8830000000000001,PT
AB,South Zone - Central,2020,2007,NA,1+,0.8781000000000002,PT
AB,South Zone - Central,2021,2008,NA,1+,0.8722,PT
AB,South Zone - Central,2022,2009,NA,1+,0.8565,PT
AB,South Zone - Central,2023,2010,NA,1+,0.8308,PT
AB,South Zone - Central,2014,1997,NA,1+,0.916,PT
AB,South Zone - Central,2015,1998,NA,1+,0.9222,PT
AB,South Zone - Central,2016,1999,NA,1+,0.9201999999999999,PT
AB,South Zone - Central,2017,2000,NA,1+,0.9145,PT
AB,South Zone - Central,2018,2001,NA,1+,0.9065000000000001,PT
AB,South Zone - Central,2019,2002,NA,1+,0.9111000000000001,PT
AB,South Zone - Central,2020,2003,NA,1+,0.9117000000000001,PT
AB,South Zone - Central,2021,2004,NA,1+,0.9047,PT
AB,South Zone - Central,2022,2005,NA,1+,0.9132000000000001,PT
AB,South Zone - Central,2023,2006,NA,1+,0.8858,PT
AB,South Zone - Central,2014,2012,NA,1,0.7411000000000001,PT
AB,South Zone - Central,2015,2013,NA,1,0.7105,PT
AB,South Zone - Central,2016,2014,NA,1,0.6964000000000001,PT
AB,South Zone - Central,2017,2015,NA,1,0.6841000000000002,PT
AB,South Zone - Central,2018,2016,NA,1,0.6657,PT
AB,South Zone - Central,2019,2017,NA,1,0.6156,PT
AB,South Zone - Central,2020,2018,NA,1,0.6058,PT
AB,South Zone - Central,2021,2019,NA,1,0.5314,PT
AB,South Zone - Central,2022,2020,NA,1+,0.45649999999999996,PT
AB,South Zone - Central,2023,2021,NA,1+,0.4590000000000001,PT
AB,South Zone - Central,2014,2001,NA,2,0.8515,PT
AB,South Zone - Central,2015,2002,NA,2,0.8531000000000002,PT
AB,South Zone - Central,2016,2003,NA,2,0.8451000000000001,PT
AB,South Zone - Central,2017,2004,NA,2,0.8560000000000001,PT
AB,South Zone - Central,2018,2005,NA,2,0.8495,PT
AB,South Zone - Central,2019,2006,NA,2,0.8134000000000001,PT
AB,South Zone - Central,2020,2007,NA,2,0.8116000000000001,PT
AB,South Zone - Central,2021,2008,NA,2,0.8066000000000001,PT
AB,South Zone - Central,2022,2009,NA,2,0.8035000000000001,PT
AB,South Zone - Central,2023,2010,NA,2,0.7525,PT
AB,South Zone - Central,2014,1997,NA,2,0.8761000000000001,PT
AB,South Zone - Central,2015,1998,NA,2,0.8896999999999999,PT
AB,South Zone - Central,2016,1999,NA,2,0.8761000000000001,PT
AB,South Zone - Central,2017,2000,NA,2,0.8740000000000001,PT
AB,South Zone - Central,2018,2001,NA,2,0.8674000000000001,PT
AB,South Zone - Central,2019,2002,NA,2,0.8676999999999999,PT
AB,South Zone - Central,2020,2003,NA,2,0.8561000000000001,PT
AB,South Zone - Central,2021,2004,NA,2,0.8630000000000001,PT
AB,South Zone - Central,2022,2005,NA,2,0.8574,PT
AB,South Zone - Central,2023,2006,NA,2,0.8213000000000001,PT
AB,South Zone - Central,2023,2021,NA,2,0.37620000000000003,PT
AB,South Zone - Central,2014,2007,NA,2,0.7462000000000001,PT
AB,South Zone - Central,2015,2008,NA,2,0.7423000000000001,PT
AB,South Zone - Central,2016,2009,NA,2,0.7478,PT
AB,South Zone - Central,2017,2010,NA,2,0.7151000000000001,PT
AB,South Zone - Central,2018,2011,NA,2,0.7078,PT
AB,South Zone - Central,2019,2012,NA,2,0.686,PT
AB,South Zone - Central,2020,2013,NA,2,0.6736,PT
AB,South Zone - Central,2021,2014,NA,2,0.6345000000000001,PT
AB,South Zone - Central,2022,2015,NA,2,0.5585,PT
AB,South Zone - Central,2023,2016,NA,2,0.49450000000000005,PT
AB,South Zone - East,2014,2001,NA,1+,0.9933000000000001,PT
AB,South Zone - East,2015,2002,NA,1+,0.9951000000000001,PT
AB,South Zone - East,2016,2003,NA,1+,0.9916000000000001,PT
AB,South Zone - East,2017,2004,NA,1+,0.9932000000000001,PT
AB,South Zone - East,2018,2005,NA,1+,0.9952,PT
AB,South Zone - East,2019,2006,NA,1+,0.9936000000000001,PT
AB,South Zone - East,2020,2007,NA,1+,0.9958,PT
AB,South Zone - East,2021,2008,NA,1+,0.9806,PT
AB,South Zone - East,2022,2009,NA,1+,0.9826,PT
AB,South Zone - East,2023,2010,NA,1+,0.982,PT
AB,South Zone - East,2014,1997,NA,1+,0.9960000000000001,PT
AB,South Zone - East,2015,1998,NA,1+,0.9936000000000001,PT
AB,South Zone - East,2016,1999,NA,1+,0.9968,PT
AB,South Zone - East,2017,2000,NA,1+,0.9959,PT
AB,South Zone - East,2018,2001,NA,1+,0.9965,PT
AB,South Zone - East,2019,2002,NA,1+,0.9975,PT
AB,South Zone - East,2020,2003,NA,1+,0.9963000000000001,PT
AB,South Zone - East,2021,2004,NA,1+,0.9968,PT
AB,South Zone - East,2022,2005,NA,1+,0.9982000000000001,PT
AB,South Zone - East,2023,2006,NA,1+,0.997,PT
AB,South Zone - East,2014,2012,NA,1,0.8858,PT
AB,South Zone - East,2015,2013,NA,1,0.8812000000000001,PT
AB,South Zone - East,2016,2014,NA,1,0.8766000000000002,PT
AB,South Zone - East,2017,2015,NA,1,0.8311000000000002,PT
AB,South Zone - East,2018,2016,NA,1,0.8501000000000001,PT
AB,South Zone - East,2019,2017,NA,1,0.8342,PT
AB,South Zone - East,2020,2018,NA,1,0.8301999999999999,PT
AB,South Zone - East,2021,2019,NA,1,0.7642,PT
AB,South Zone - East,2022,2020,NA,1+,0.7211000000000002,PT
AB,South Zone - East,2023,2021,NA,1+,0.7322,PT
AB,South Zone - East,2014,2001,NA,2,0.9754,PT
AB,South Zone - East,2015,2002,NA,2,0.9760000000000001,PT
AB,South Zone - East,2016,2003,NA,2,0.9802,PT
AB,South Zone - East,2017,2004,NA,2,0.9645,PT
AB,South Zone - East,2018,2005,NA,2,0.9612,PT
AB,South Zone - East,2019,2006,NA,2,0.9614000000000001,PT
AB,South Zone - East,2020,2007,NA,2,0.9498000000000001,PT
AB,South Zone - East,2021,2008,NA,2,0.9422,PT
AB,South Zone - East,2022,2009,NA,2,0.932,PT
AB,South Zone - East,2023,2010,NA,2,0.9595,PT
AB,South Zone - East,2014,1997,NA,2,0.9792000000000001,PT
AB,South Zone - East,2015,1998,NA,2,0.9822,PT
AB,South Zone - East,2016,1999,NA,2,0.9917,PT
AB,South Zone - East,2017,2000,NA,2,0.9936000000000001,PT
AB,South Zone - East,2018,2001,NA,2,0.9865,PT
AB,South Zone - East,2019,2002,NA,2,0.9864000000000002,PT
AB,South Zone - East,2020,2003,NA,2,0.9906999999999999,PT
AB,South Zone - East,2021,2004,NA,2,0.9812000000000001,PT
AB,South Zone - East,2022,2005,NA,2,0.9808,PT
AB,South Zone - East,2023,2006,NA,2,0.9783000000000002,PT
AB,South Zone - East,2023,2021,NA,2,0.5617,PT
AB,South Zone - East,2014,2007,NA,2,0.8503000000000001,PT
AB,South Zone - East,2015,2008,NA,2,0.8680000000000001,PT
AB,South Zone - East,2016,2009,NA,2,0.8384000000000001,PT
AB,South Zone - East,2017,2010,NA,2,0.89380000000000015,PT
AB,South Zone - East,2018,2011,NA,2,0.8674000000000001,PT
AB,South Zone - East,2019,2012,NA,2,0.8668,PT
AB,South Zone - East,2020,2013,NA,2,0.8525,PT
AB,South Zone - East,2021,2014,NA,2,0.809,PT
AB,South Zone - East,2022,2015,NA,2,0.7685000000000001,PT
AB,South Zone - East,2023,2016,NA,2,0.7904000000000001,PT
AB,South Zone - Medicine Hat,2014,2001,NA,1+,0.9785,PT
AB,South Zone - Medicine Hat,2015,2002,NA,1+,0.9806999999999999,PT
AB,South Zone - Medicine Hat,2016,2003,NA,1+,0.9837,PT
AB,South Zone - Medicine Hat,2017,2004,NA,1+,0.9846,PT
AB,South Zone - Medicine Hat,2018,2005,NA,1+,0.98,PT
AB,South Zone - Medicine Hat,2019,2006,NA,1+,0.9838000000000001,PT
AB,South Zone - Medicine Hat,2020,2007,NA,1+,0.9829000000000001,PT
AB,South Zone - Medicine Hat,2021,2008,NA,1+,0.9690000000000001,PT
AB,South Zone - Medicine Hat,2022,2009,NA,1+,0.9652,PT
AB,South Zone - Medicine Hat,2023,2010,NA,1+,0.9702,PT
AB,South Zone - Medicine Hat,2014,1997,NA,1+,0.9658,PT
AB,South Zone - Medicine Hat,2015,1998,NA,1+,0.9761000000000002,PT
AB,South Zone - Medicine Hat,2016,1999,NA,1+,0.9793000000000001,PT
AB,South Zone - Medicine Hat,2017,2000,NA,1+,0.9791000000000001,PT
AB,South Zone - Medicine Hat,2018,2001,NA,1+,0.9842,PT
AB,South Zone - Medicine Hat,2019,2002,NA,1+,0.9888000000000001,PT
AB,South Zone - Medicine Hat,2020,2003,NA,1+,0.9926999999999999,PT
AB,South Zone - Medicine Hat,2021,2004,NA,1+,0.9883000000000002,PT
AB,South Zone - Medicine Hat,2022,2005,NA,1+,0.9844000000000002,PT
AB,South Zone - Medicine Hat,2023,2006,NA,1+,0.9869000000000001,PT
AB,South Zone - Medicine Hat,2014,2012,NA,1,0.9062,PT
AB,South Zone - Medicine Hat,2015,2013,NA,1,0.8887,PT
AB,South Zone - Medicine Hat,2016,2014,NA,1,0.8875,PT
AB,South Zone - Medicine Hat,2017,2015,NA,1,0.8615,PT
AB,South Zone - Medicine Hat,2018,2016,NA,1,0.8704000000000001,PT
AB,South Zone - Medicine Hat,2019,2017,NA,1,0.8701000000000001,PT
AB,South Zone - Medicine Hat,2020,2018,NA,1,0.8955,PT
AB,South Zone - Medicine Hat,2021,2019,NA,1,0.8522,PT
AB,South Zone - Medicine Hat,2022,2020,NA,1+,0.8271000000000001,PT
AB,South Zone - Medicine Hat,2023,2021,NA,1+,0.8578,PT
AB,South Zone - Medicine Hat,2014,2001,NA,2,0.9495,PT
AB,South Zone - Medicine Hat,2015,2002,NA,2,0.9588000000000001,PT
AB,South Zone - Medicine Hat,2016,2003,NA,2,0.9763000000000001,PT
AB,South Zone - Medicine Hat,2017,2004,NA,2,0.9532,PT
AB,South Zone - Medicine Hat,2018,2005,NA,2,0.9408,PT
AB,South Zone - Medicine Hat,2019,2006,NA,2,0.9211000000000001,PT
AB,South Zone - Medicine Hat,2020,2007,NA,2,0.9418000000000001,PT
AB,South Zone - Medicine Hat,2021,2008,NA,2,0.9189000000000002,PT
AB,South Zone - Medicine Hat,2022,2009,NA,2,0.9101,PT
AB,South Zone - Medicine Hat,2023,2010,NA,2,0.9262,PT
AB,South Zone - Medicine Hat,2014,1997,NA,2,0.9520000000000001,PT
AB,South Zone - Medicine Hat,2015,1998,NA,2,0.9678,PT
AB,South Zone - Medicine Hat,2016,1999,NA,2,0.9624000000000001,PT
AB,South Zone - Medicine Hat,2017,2000,NA,2,0.9611000000000002,PT
AB,South Zone - Medicine Hat,2018,2001,NA,2,0.9654,PT
AB,South Zone - Medicine Hat,2019,2002,NA,2,0.975,PT
AB,South Zone - Medicine Hat,2020,2003,NA,2,0.9864000000000002,PT
AB,South Zone - Medicine Hat,2021,2004,NA,2,0.9625,PT
AB,South Zone - Medicine Hat,2022,2005,NA,2,0.9487000000000001,PT
AB,South Zone - Medicine Hat,2023,2006,NA,2,0.9283000000000001,PT
AB,South Zone - Medicine Hat,2023,2021,NA,2,0.7336,PT
AB,South Zone - Medicine Hat,2014,2007,NA,2,0.8690000000000001,PT
AB,South Zone - Medicine Hat,2015,2008,NA,2,0.8719000000000001,PT
AB,South Zone - Medicine Hat,2016,2009,NA,2,0.8643000000000001,PT
AB,South Zone - Medicine Hat,2017,2010,NA,2,0.8785000000000001,PT
AB,South Zone - Medicine Hat,2018,2011,NA,2,0.8251999999999999,PT
AB,South Zone - Medicine Hat,2019,2012,NA,2,0.8452,PT
AB,South Zone - Medicine Hat,2020,2013,NA,2,0.8467,PT
AB,South Zone - Medicine Hat,2021,2014,NA,2,0.8054000000000001,PT
AB,South Zone - Medicine Hat,2022,2015,NA,2,0.76880000000000015,PT
AB,South Zone - Medicine Hat,2023,2016,NA,2,0.7238,PT
AB,South Zone - Lethbridge,2014,2001,NA,1+,0.9771000000000001,PT
AB,South Zone - Lethbridge,2015,2002,NA,1+,0.9774,PT
AB,South Zone - Lethbridge,2016,2003,NA,1+,0.9729000000000001,PT
AB,South Zone - Lethbridge,2017,2004,NA,1+,0.9833000000000002,PT
AB,South Zone - Lethbridge,2018,2005,NA,1+,0.9788000000000001,PT
AB,South Zone - Lethbridge,2019,2006,NA,1+,0.982,PT
AB,South Zone - Lethbridge,2020,2007,NA,1+,0.9726,PT
AB,South Zone - Lethbridge,2021,2008,NA,1+,0.9804,PT
AB,South Zone - Lethbridge,2022,2009,NA,1+,0.9608,PT
AB,South Zone - Lethbridge,2023,2010,NA,1+,0.9675,PT
AB,South Zone - Lethbridge,2014,1997,NA,1+,0.9852,PT
AB,South Zone - Lethbridge,2015,1998,NA,1+,0.9880000000000001,PT
AB,South Zone - Lethbridge,2016,1999,NA,1+,0.9828,PT
AB,South Zone - Lethbridge,2017,2000,NA,1+,0.9841000000000001,PT
AB,South Zone - Lethbridge,2018,2001,NA,1+,0.9818000000000001,PT
AB,South Zone - Lethbridge,2019,2002,NA,1+,0.9865,PT
AB,South Zone - Lethbridge,2020,2003,NA,1+,0.9810000000000001,PT
AB,South Zone - Lethbridge,2021,2004,NA,1+,0.9882000000000001,PT
AB,South Zone - Lethbridge,2022,2005,NA,1+,0.9860000000000001,PT
AB,South Zone - Lethbridge,2023,2006,NA,1+,0.985,PT
AB,South Zone - Lethbridge,2014,2012,NA,1,0.8983000000000001,PT
AB,South Zone - Lethbridge,2015,2013,NA,1,0.8485,PT
AB,South Zone - Lethbridge,2016,2014,NA,1,0.8584000000000002,PT
AB,South Zone - Lethbridge,2017,2015,NA,1,0.8993000000000001,PT
AB,South Zone - Lethbridge,2018,2016,NA,1,0.8914000000000002,PT
AB,South Zone - Lethbridge,2019,2017,NA,1,0.9145,PT
AB,South Zone - Lethbridge,2020,2018,NA,1,0.9007999999999999,PT
AB,South Zone - Lethbridge,2021,2019,NA,1,0.8717,PT
AB,South Zone - Lethbridge,2022,2020,NA,1+,0.8644000000000002,PT
AB,South Zone - Lethbridge,2023,2021,NA,1+,0.8656,PT
AB,South Zone - Lethbridge,2014,2001,NA,2,0.9338000000000001,PT
AB,South Zone - Lethbridge,2015,2002,NA,2,0.9283000000000001,PT
AB,South Zone - Lethbridge,2016,2003,NA,2,0.9439000000000002,PT
AB,South Zone - Lethbridge,2017,2004,NA,2,0.9364000000000001,PT
AB,South Zone - Lethbridge,2018,2005,NA,2,0.9331000000000002,PT
AB,South Zone - Lethbridge,2019,2006,NA,2,0.9442,PT
AB,South Zone - Lethbridge,2020,2007,NA,2,0.9223,PT
AB,South Zone - Lethbridge,2021,2008,NA,2,0.9301999999999999,PT
AB,South Zone - Lethbridge,2022,2009,NA,2,0.9225,PT
AB,South Zone - Lethbridge,2023,2010,NA,2,0.9216000000000001,PT
AB,South Zone - Lethbridge,2014,1997,NA,2,0.9615,PT
AB,South Zone - Lethbridge,2015,1998,NA,2,0.9592,PT
AB,South Zone - Lethbridge,2016,1999,NA,2,0.9475,PT
AB,South Zone - Lethbridge,2017,2000,NA,2,0.9555,PT
AB,South Zone - Lethbridge,2018,2001,NA,2,0.9497,PT
AB,South Zone - Lethbridge,2019,2002,NA,2,0.9567,PT
AB,South Zone - Lethbridge,2020,2003,NA,2,0.9661000000000002,PT
AB,South Zone - Lethbridge,2021,2004,NA,2,0.9596000000000001,PT
AB,South Zone - Lethbridge,2022,2005,NA,2,0.9562,PT
AB,South Zone - Lethbridge,2023,2006,NA,2,0.9565,PT
AB,South Zone - Lethbridge,2023,2021,NA,2,0.7516000000000002,PT
AB,South Zone - Lethbridge,2014,2007,NA,2,0.8156,PT
AB,South Zone - Lethbridge,2015,2008,NA,2,0.8446000000000001,PT
AB,South Zone - Lethbridge,2016,2009,NA,2,0.8231000000000002,PT
AB,South Zone - Lethbridge,2017,2010,NA,2,0.8430000000000001,PT
AB,South Zone - Lethbridge,2018,2011,NA,2,0.8493,PT
AB,South Zone - Lethbridge,2019,2012,NA,2,0.8855,PT
AB,South Zone - Lethbridge,2020,2013,NA,2,0.8656999999999999,PT
AB,South Zone - Lethbridge,2021,2014,NA,2,0.8387,PT
AB,South Zone - Lethbridge,2022,2015,NA,2,0.8157,PT
AB,South Zone - Lethbridge,2023,2016,NA,2,0.8025,PT
AB,Calgary -NW,2014,2001,NA,1+,0.9782000000000001,PT
AB,Calgary -NW,2015,2002,NA,1+,0.9815,PT
AB,Calgary -NW,2016,2003,NA,1+,0.9799000000000001,PT
AB,Calgary -NW,2017,2004,NA,1+,0.9818000000000001,PT
AB,Calgary -NW,2018,2005,NA,1+,0.9794000000000002,PT
AB,Calgary -NW,2019,2006,NA,1+,0.9752,PT
AB,Calgary -NW,2020,2007,NA,1+,0.9748,PT
AB,Calgary -NW,2021,2008,NA,1+,0.9672,PT
AB,Calgary -NW,2022,2009,NA,1+,0.9610000000000001,PT
AB,Calgary -NW,2023,2010,NA,1+,0.9663,PT
AB,Calgary -NW,2014,1997,NA,1+,0.9825,PT
AB,Calgary -NW,2015,1998,NA,1+,0.9893000000000001,PT
AB,Calgary -NW,2016,1999,NA,1+,0.9863000000000001,PT
AB,Calgary -NW,2017,2000,NA,1+,0.9879000000000001,PT
AB,Calgary -NW,2018,2001,NA,1+,0.9871000000000001,PT
AB,Calgary -NW,2019,2002,NA,1+,0.9892,PT
AB,Calgary -NW,2020,2003,NA,1+,0.9863000000000001,PT
AB,Calgary -NW,2021,2004,NA,1+,0.9883000000000002,PT
AB,Calgary -NW,2022,2005,NA,1+,0.9860000000000001,PT
AB,Calgary -NW,2023,2006,NA,1+,0.9790000000000001,PT
AB,Calgary -NW,2014,2012,NA,1,0.9115000000000001,PT
AB,Calgary -NW,2015,2013,NA,1,0.897,PT
AB,Calgary -NW,2016,2014,NA,1,0.9034000000000002,PT
AB,Calgary -NW,2017,2015,NA,1,0.8992,PT
AB,Calgary -NW,2018,2016,NA,1,0.9038,PT
AB,Calgary -NW,2019,2017,NA,1,0.9068,PT
AB,Calgary -NW,2020,2018,NA,1,0.9180000000000001,PT
AB,Calgary -NW,2021,2019,NA,1,0.8864000000000002,PT
AB,Calgary -NW,2022,2020,NA,1+,0.8878,PT
AB,Calgary -NW,2023,2021,NA,1+,0.8774000000000001,PT
AB,Calgary -NW,2014,2001,NA,2,0.9547,PT
AB,Calgary -NW,2015,2002,NA,2,0.955,PT
AB,Calgary -NW,2016,2003,NA,2,0.9458,PT
AB,Calgary -NW,2017,2004,NA,2,0.9459000000000001,PT
AB,Calgary -NW,2018,2005,NA,2,0.9356,PT
AB,Calgary -NW,2019,2006,NA,2,0.9374000000000001,PT
AB,Calgary -NW,2020,2007,NA,2,0.931,PT
AB,Calgary -NW,2021,2008,NA,2,0.9212,PT
AB,Calgary -NW,2022,2009,NA,2,0.9182000000000001,PT
AB,Calgary -NW,2023,2010,NA,2,0.9283000000000001,PT
AB,Calgary -NW,2014,1997,NA,2,0.9597,PT
AB,Calgary -NW,2015,1998,NA,2,0.9711000000000002,PT
AB,Calgary -NW,2016,1999,NA,2,0.9722,PT
AB,Calgary -NW,2017,2000,NA,2,0.9736000000000001,PT
AB,Calgary -NW,2018,2001,NA,2,0.9727,PT
AB,Calgary -NW,2019,2002,NA,2,0.9740000000000001,PT
AB,Calgary -NW,2020,2003,NA,2,0.9642000000000001,PT
AB,Calgary -NW,2021,2004,NA,2,0.9658,PT
AB,Calgary -NW,2022,2005,NA,2,0.9551999999999999,PT
AB,Calgary -NW,2023,2006,NA,2,0.9440000000000001,PT
AB,Calgary -NW,2023,2021,NA,2,0.7732000000000001,PT
AB,Calgary -NW,2014,2007,NA,2,0.8489000000000001,PT
AB,Calgary -NW,2015,2008,NA,2,0.8528,PT
AB,Calgary -NW,2016,2009,NA,2,0.8535,PT
AB,Calgary -NW,2017,2010,NA,2,0.8524,PT
AB,Calgary -NW,2018,2011,NA,2,0.8615,PT
AB,Calgary -NW,2019,2012,NA,2,0.8597,PT
AB,Calgary -NW,2020,2013,NA,2,0.8262,PT
AB,Calgary -NW,2021,2014,NA,2,0.7872,PT
AB,Calgary -NW,2022,2015,NA,2,0.8049000000000001,PT
AB,Calgary -NW,2023,2016,NA,2,0.8156,PT
AB,Calgary - NE,2014,2001,NA,1+,0.9946,PT
AB,Calgary - NE,2015,2002,NA,1+,0.9949000000000001,PT
AB,Calgary - NE,2016,2003,NA,1+,0.9918,PT
AB,Calgary - NE,2017,2004,NA,1+,0.992,PT
AB,Calgary - NE,2018,2005,NA,1+,0.9906999999999999,PT
AB,Calgary - NE,2019,2006,NA,1+,0.9943000000000001,PT
AB,Calgary - NE,2020,2007,NA,1+,0.9894000000000002,PT
AB,Calgary - NE,2021,2008,NA,1+,0.9854,PT
AB,Calgary - NE,2022,2009,NA,1+,0.9849000000000001,PT
AB,Calgary - NE,2023,2010,NA,1+,0.9847,PT
AB,Calgary - NE,2014,1997,NA,1+,0.9973000000000001,PT
AB,Calgary - NE,2015,1998,NA,1+,0.9983000000000001,PT
AB,Calgary - NE,2016,1999,NA,1+,0.9978,PT
AB,Calgary - NE,2017,2000,NA,1+,0.9987,PT
AB,Calgary - NE,2018,2001,NA,1+,0.9976,PT
AB,Calgary - NE,2019,2002,NA,1+,0.9975,PT
AB,Calgary - NE,2020,2003,NA,1+,0.9964000000000002,PT
AB,Calgary - NE,2021,2004,NA,1+,0.9964000000000002,PT
AB,Calgary - NE,2022,2005,NA,1+,0.9952,PT
AB,Calgary - NE,2023,2006,NA,1+,0.9963000000000001,PT
AB,Calgary - NE,2014,2012,NA,1,0.9152,PT
AB,Calgary - NE,2015,2013,NA,1,0.9003,PT
AB,Calgary - NE,2016,2014,NA,1,0.9096000000000001,PT
AB,Calgary - NE,2017,2015,NA,1,0.9094000000000001,PT
AB,Calgary - NE,2018,2016,NA,1,0.9152,PT
AB,Calgary - NE,2019,2017,NA,1,0.9183000000000001,PT
AB,Calgary - NE,2020,2018,NA,1,0.9078,PT
AB,Calgary - NE,2021,2019,NA,1,0.889,PT
AB,Calgary - NE,2022,2020,NA,1+,0.8869000000000001,PT
AB,Calgary - NE,2023,2021,NA,1+,0.8783000000000001,PT
AB,Calgary - NE,2014,2001,NA,2,0.9789000000000001,PT
AB,Calgary - NE,2015,2002,NA,2,0.9756,PT
AB,Calgary - NE,2016,2003,NA,2,0.9621999999999999,PT
AB,Calgary - NE,2017,2004,NA,2,0.9662000000000001,PT
AB,Calgary - NE,2018,2005,NA,2,0.9583000000000002,PT
AB,Calgary - NE,2019,2006,NA,2,0.9570000000000001,PT
AB,Calgary - NE,2020,2007,NA,2,0.9548000000000001,PT
AB,Calgary - NE,2021,2008,NA,2,0.9344000000000001,PT
AB,Calgary - NE,2022,2009,NA,2,0.9468000000000001,PT
AB,Calgary - NE,2023,2010,NA,2,0.9489000000000002,PT
AB,Calgary - NE,2014,1997,NA,2,0.9854,PT
AB,Calgary - NE,2015,1998,NA,2,0.9906,PT
AB,Calgary - NE,2016,1999,NA,2,0.9901000000000001,PT
AB,Calgary - NE,2017,2000,NA,2,0.9928,PT
AB,Calgary - NE,2018,2001,NA,2,0.9901000000000001,PT
AB,Calgary - NE,2019,2002,NA,2,0.9876,PT
AB,Calgary - NE,2020,2003,NA,2,0.9812000000000001,PT
AB,Calgary - NE,2021,2004,NA,2,0.9826,PT
AB,Calgary - NE,2022,2005,NA,2,0.9748,PT
AB,Calgary - NE,2023,2006,NA,2,0.9668000000000001,PT
AB,Calgary - NE,2023,2021,NA,2,0.7487999999999999,PT
AB,Calgary - NE,2014,2007,NA,2,0.8542000000000001,PT
AB,Calgary - NE,2015,2008,NA,2,0.8444000000000002,PT
AB,Calgary - NE,2016,2009,NA,2,0.8693000000000001,PT
AB,Calgary - NE,2017,2010,NA,2,0.87,PT
AB,Calgary - NE,2018,2011,NA,2,0.8718,PT
AB,Calgary - NE,2019,2012,NA,2,0.8695,PT
AB,Calgary - NE,2020,2013,NA,2,0.8431000000000002,PT
AB,Calgary - NE,2021,2014,NA,2,0.7796000000000001,PT
AB,Calgary - NE,2022,2015,NA,2,0.8062,PT
AB,Calgary - NE,2023,2016,NA,2,0.7956,PT
AB,Calgary - SE,2014,2001,NA,1+,0.9889000000000001,PT
AB,Calgary - SE,2015,2002,NA,1+,0.9902,PT
AB,Calgary - SE,2016,2003,NA,1+,0.9852,PT
AB,Calgary - SE,2017,2004,NA,1+,0.9872,PT
AB,Calgary - SE,2018,2005,NA,1+,0.9836000000000001,PT
AB,Calgary - SE,2019,2006,NA,1+,0.9823000000000001,PT
AB,Calgary - SE,2020,2007,NA,1+,0.9727,PT
AB,Calgary - SE,2021,2008,NA,1+,0.9701000000000001,PT
AB,Calgary - SE,2022,2009,NA,1+,0.9646000000000001,PT
AB,Calgary - SE,2023,2010,NA,1+,0.9676,PT
AB,Calgary - SE,2014,1997,NA,1+,0.9936000000000001,PT
AB,Calgary - SE,2015,1998,NA,1+,0.9916000000000001,PT
AB,Calgary - SE,2016,1999,NA,1+,0.9911000000000001,PT
AB,Calgary - SE,2017,2000,NA,1+,0.9928,PT
AB,Calgary - SE,2018,2001,NA,1+,0.9933000000000001,PT
AB,Calgary - SE,2019,2002,NA,1+,0.9940000000000001,PT
AB,Calgary - SE,2020,2003,NA,1+,0.9902,PT
